nom_ent,ambito,rubro,mean,se,cv,confianza
Morelos,Rural,NANV,5952.7509526627455,268.8556792251323,0.04516494665460001,Alta
Morelos,Rural,Vivienda,716.6129811319236,57.39254245892826,0.08008861682672015,Alta
Morelos,Urbano,Alimentos,5642.517491471749,104.93665048184475,0.018597487848367115,Alta
Morelos,Urbano,Gasto corriente,14493.51535733532,350.84854866212333,0.024207277531503438,Alta
Morelos,Urbano,NANV,7738.069745221299,263.105627443396,0.03400145464001261,Alta
Morelos,Urbano,Vivienda,1112.9281206422718,52.135092437386696,0.04684497720059359,Alta
México,Rural,Alimentos,5145.058443687986,128.17293556738497,0.024911852211247264,Alta
México,Rural,Gasto corriente,11723.483008390247,313.45774876212164,0.026737595690443414,Alta
México,Rural,NANV,5955.5608999529895,218.91382592764276,0.03675788554682914,Alta
México,Rural,Vivienda,622.863664749271,24.473818270655805,0.03929241607071036,Alta
México,Urbano,Alimentos,7287.682949376385,118.88902289459207,0.016313693079192684,Alta
México,Urbano,Gasto corriente,17123.915458590724,376.61390139753655,0.021993445500724948,Alta
México,Urbano,NANV,8446.520285997474,276.5350100845821,0.03273951884576872,Alta
México,Urbano,Vivienda,1389.712223216864,47.715203709147325,0.034334593099208416,Alta
Nacional,Rural,Alimentos,4270.159010717163,35.09929568890068,0.008219669478539122,Alta
Nacional,Rural,Gasto corriente,9895.993738859015,95.66682377029402,0.009667227596823862,Alta
Nacional,Rural,NANV,5060.629126588958,64.07753608401697,0.012661970375846824,Alta
Nacional,Rural,Vivienda,565.2056015528951,8.004661873249047,0.014162389493763581,Alta
Nacional,Total,Alimentos,5994.013073418142,27.97362039778848,0.004666926824341453,Alta
Nacional,Total,Gasto corriente,15891.455548469925,91.52426472682241,0.005759338057339539,Alta
Nacional,Total,NANV,8448.753918020917,65.39885684988924,0.00774065116400131,Alta
Nacional,Total,Vivienda,1448.6885570308666,15.228014710542448,0.010511586245806172,Alta
Nacional,Urbano,Alimentos,6410.307044241275,33.550362433009646,0.005233815198158058,Alta
Nacional,Urbano,Gasto corriente,17339.301197150173,110.83517044565765,0.006392135945125293,Alta
Nacional,Urbano,NANV,9266.953064681611,79.55874545942828,0.008585210791953193,Alta
Nacional,Urbano,Vivienda,1662.0410882272847,18.751315604315835,0.011282101108773302,Alta
