nom_ent,cve_ent,componente,codigo,nombre_nodo,serie_api
Durango,10,alimentos,099,Agua embotellada,898942
Durango,10,alimentos,100,Refrescos envasados,898943
Durango,10,alimentos,267,Pollos rostizados,898961
Durango,10,alimentos,269,Otros alimentos cocinados,898962
Durango,10,comidas_fuera,25,Alimentos cocinados fuera de casa,898957
Durango,10,nanv,general,Índice general,898820
Durango,10,vivienda,3,Vivienda,899028
Guanajuato,11,alimentos,001,Arroz,899272
Guanajuato,11,alimentos,004,Galletas,899267
Guanajuato,11,alimentos,008,Pan blanco,899261
Guanajuato,11,alimentos,009,Pan de caja,899262
Guanajuato,11,alimentos,010,Pan dulce,899263
Guanajuato,11,alimentos,011,Pasta para sopa,899269
Guanajuato,11,alimentos,014,Tortilla de maíz,899258
Guanajuato,11,alimentos,015,Tortillas de harina de trigo,899270
Guanajuato,11,alimentos,016,Tostadas,899259
Guanajuato,11,alimentos,017,Carne de cerdo,899278
Guanajuato,11,alimentos,018,Carne de res,899281
Guanajuato,11,alimentos,019,"Carnes secas, procesadas y otros embutidos",899284
Guanajuato,11,alimentos,020,Chorizo,899285
Guanajuato,11,alimentos,021,Jamón,899286
Guanajuato,11,alimentos,022,Pollo,899276
Guanajuato,11,alimentos,026,Atún y sardina en lata,899294
Guanajuato,11,alimentos,030,Crema y otros productos a base de leche,899305
Guanajuato,11,alimentos,031,Huevo,899315
Guanajuato,11,alimentos,034,Leche pasteurizada y fresca,899298
Guanajuato,11,alimentos,037,Queso fresco,899307
Guanajuato,11,alimentos,039,Queso Oaxaca y asadero,899309
Guanajuato,11,alimentos,041,Yogurt,899311
Guanajuato,11,alimentos,042,Aceites y grasas vegetales comestibles,899318
Guanajuato,11,alimentos,045,Aguacate,899321
Guanajuato,11,alimentos,048,Limón,899324
Guanajuato,11,alimentos,049,Manzana,899325
Guanajuato,11,alimentos,055,Plátanos,899331
Guanajuato,11,alimentos,060,Calabacita,899336
Guanajuato,11,alimentos,061,Cebolla,899337
Guanajuato,11,alimentos,062,Chayote,899338
Guanajuato,11,alimentos,065,Chile serrano,899340
Guanajuato,11,alimentos,068,Frijol,899354
Guanajuato,11,alimentos,069,Frijol procesado,899359
Guanajuato,11,alimentos,070,Jitomate,899342
Guanajuato,11,alimentos,071,Lechuga y col,899343
Guanajuato,11,alimentos,072,Nopales,899344
Guanajuato,11,alimentos,073,Papa y otros tubérculos,899345
Guanajuato,11,alimentos,074,Papas fritas,899381
Guanajuato,11,alimentos,075,Pepino,899346
Guanajuato,11,alimentos,076,Tomate verde,899347
Guanajuato,11,alimentos,078,Zanahoria,899348
Guanajuato,11,alimentos,081,Otros chiles frescos,899350
Guanajuato,11,alimentos,082,Azúcar,899366
Guanajuato,11,alimentos,087,"Cilantro, epazote y perejil",899351
Guanajuato,11,alimentos,095,Jugos o néctares envasados,899363
Guanajuato,11,alimentos,096,Café soluble,899368
Guanajuato,11,alimentos,099,Agua embotellada,899372
Guanajuato,11,alimentos,100,Refrescos envasados,899373
Guanajuato,11,alimentos,267,Pollos rostizados,899391
Guanajuato,11,alimentos,269,Otros alimentos cocinados,899392
Guanajuato,11,comidas_fuera,25,Alimentos cocinados fuera de casa,899387
Guanajuato,11,nanv,general,Índice general,899250
Guanajuato,11,vivienda,3,Vivienda,899458
Guerrero,12,alimentos,001,Arroz,899702
Guerrero,12,alimentos,004,Galletas,899697
Guerrero,12,alimentos,008,Pan blanco,899691
Guerrero,12,alimentos,009,Pan de caja,899692
Guerrero,12,alimentos,010,Pan dulce,899693
Guerrero,12,alimentos,011,Pasta para sopa,899699
Guerrero,12,alimentos,014,Tortilla de maíz,899688
Guerrero,12,alimentos,015,Tortillas de harina de trigo,899700
Guerrero,12,alimentos,016,Tostadas,899689
Guerrero,12,alimentos,017,Carne de cerdo,899708
Guerrero,12,alimentos,018,Carne de res,899711
Guerrero,12,alimentos,019,"Carnes secas, procesadas y otros embutidos",899714
Guerrero,12,alimentos,020,Chorizo,899715
Guerrero,12,alimentos,021,Jamón,899716
Guerrero,12,alimentos,022,Pollo,899706
Guerrero,12,alimentos,026,Atún y sardina en lata,899724
Guerrero,12,alimentos,030,Crema y otros productos a base de leche,899735
Guerrero,12,alimentos,031,Huevo,899745
Guerrero,12,alimentos,034,Leche pasteurizada y fresca,899728
Guerrero,12,alimentos,037,Queso fresco,899737
Guerrero,12,alimentos,039,Queso Oaxaca y asadero,899739
Guerrero,12,alimentos,041,Yogurt,899741
Guerrero,12,alimentos,042,Aceites y grasas vegetales comestibles,899748
Guerrero,12,alimentos,045,Aguacate,899751
Guerrero,12,alimentos,048,Limón,899754
Guerrero,12,alimentos,049,Manzana,899755
Guerrero,12,alimentos,055,Plátanos,899761
Guerrero,12,alimentos,060,Calabacita,899766
Guerrero,12,alimentos,061,Cebolla,899767
Guerrero,12,alimentos,062,Chayote,899768
Guerrero,12,alimentos,065,Chile serrano,899770
Guerrero,12,alimentos,068,Frijol,899784
Guerrero,12,alimentos,069,Frijol procesado,899789
Guerrero,12,alimentos,070,Jitomate,899772
Guerrero,12,alimentos,071,Lechuga y col,899773
Guerrero,12,alimentos,072,Nopales,899774
Guerrero,12,alimentos,073,Papa y otros tubérculos,899775
Guerrero,12,alimentos,074,Papas fritas,899811
Guerrero,12,alimentos,075,Pepino,899776
Guerrero,12,alimentos,076,Tomate verde,899777
Guerrero,12,alimentos,078,Zanahoria,899778
Guerrero,12,alimentos,081,Otros chiles frescos,899780
Guerrero,12,alimentos,082,Azúcar,899796
Guerrero,12,alimentos,087,"Cilantro, epazote y perejil",899781
Guerrero,12,alimentos,095,Jugos o néctares envasados,899793
Guerrero,12,alimentos,096,Café soluble,899798
Guerrero,12,alimentos,099,Agua embotellada,899802
Guerrero,12,alimentos,100,Refrescos envasados,899803
Guerrero,12,alimentos,267,Pollos rostizados,899821
Guerrero,12,alimentos,269,Otros alimentos cocinados,899822
Guerrero,12,comidas_fuera,25,Alimentos cocinados fuera de casa,899817
Guerrero,12,nanv,general,Índice general,899680
Guerrero,12,vivienda,3,Vivienda,899888
Hidalgo,13,alimentos,001,Arroz,900132
Hidalgo,13,alimentos,004,Galletas,900127
Hidalgo,13,alimentos,008,Pan blanco,900121
Hidalgo,13,alimentos,009,Pan de caja,900122
Hidalgo,13,alimentos,010,Pan dulce,900123
Hidalgo,13,alimentos,011,Pasta para sopa,900129
Hidalgo,13,alimentos,014,Tortilla de maíz,900118
Hidalgo,13,alimentos,015,Tortillas de harina de trigo,900130
Hidalgo,13,alimentos,016,Tostadas,900119
Hidalgo,13,alimentos,017,Carne de cerdo,900138
Hidalgo,13,alimentos,018,Carne de res,900141
Hidalgo,13,alimentos,019,"Carnes secas, procesadas y otros embutidos",900144
Hidalgo,13,alimentos,020,Chorizo,900145
Hidalgo,13,alimentos,021,Jamón,900146
Hidalgo,13,alimentos,022,Pollo,900136
Hidalgo,13,alimentos,026,Atún y sardina en lata,900154
Hidalgo,13,alimentos,030,Crema y otros productos a base de leche,900165
Hidalgo,13,alimentos,031,Huevo,900175
Hidalgo,13,alimentos,034,Leche pasteurizada y fresca,900158
Hidalgo,13,alimentos,037,Queso fresco,900167
Hidalgo,13,alimentos,039,Queso Oaxaca y asadero,900169
Hidalgo,13,alimentos,041,Yogurt,900171
Hidalgo,13,alimentos,042,Aceites y grasas vegetales comestibles,900178
Hidalgo,13,alimentos,045,Aguacate,900181
Hidalgo,13,alimentos,048,Limón,900184
Hidalgo,13,alimentos,049,Manzana,900185
Hidalgo,13,alimentos,055,Plátanos,900191
Hidalgo,13,alimentos,060,Calabacita,900196
Hidalgo,13,alimentos,061,Cebolla,900197
Hidalgo,13,alimentos,062,Chayote,900198
Hidalgo,13,alimentos,065,Chile serrano,900200
Hidalgo,13,alimentos,068,Frijol,900214
Hidalgo,13,alimentos,069,Frijol procesado,900219
Hidalgo,13,alimentos,070,Jitomate,900202
Hidalgo,13,alimentos,071,Lechuga y col,900203
Hidalgo,13,alimentos,072,Nopales,900204
Hidalgo,13,alimentos,073,Papa y otros tubérculos,900205
Hidalgo,13,alimentos,074,Papas fritas,900241
Hidalgo,13,alimentos,075,Pepino,900206
Hidalgo,13,alimentos,076,Tomate verde,900207
Hidalgo,13,alimentos,078,Zanahoria,900208
Hidalgo,13,alimentos,081,Otros chiles frescos,900210
Hidalgo,13,alimentos,082,Azúcar,900226
Hidalgo,13,alimentos,087,"Cilantro, epazote y perejil",900211
Hidalgo,13,alimentos,095,Jugos o néctares envasados,900223
Hidalgo,13,alimentos,096,Café soluble,900228
Hidalgo,13,alimentos,099,Agua embotellada,900232
Hidalgo,13,alimentos,100,Refrescos envasados,900233
Hidalgo,13,alimentos,267,Pollos rostizados,900251
Hidalgo,13,alimentos,269,Otros alimentos cocinados,900252
Hidalgo,13,comidas_fuera,25,Alimentos cocinados fuera de casa,900247
Hidalgo,13,nanv,general,Índice general,900110
Hidalgo,13,vivienda,3,Vivienda,900318
Jalisco,14,alimentos,001,Arroz,900562
Jalisco,14,alimentos,004,Galletas,900557
Jalisco,14,alimentos,008,Pan blanco,900551
Jalisco,14,alimentos,009,Pan de caja,900552
Jalisco,14,alimentos,010,Pan dulce,900553
Jalisco,14,alimentos,011,Pasta para sopa,900559
Jalisco,14,alimentos,014,Tortilla de maíz,900548
Jalisco,14,alimentos,015,Tortillas de harina de trigo,900560
Jalisco,14,alimentos,016,Tostadas,900549
Jalisco,14,alimentos,017,Carne de cerdo,900568
Jalisco,14,alimentos,018,Carne de res,900571
Jalisco,14,alimentos,019,"Carnes secas, procesadas y otros embutidos",900574
Jalisco,14,alimentos,020,Chorizo,900575
Jalisco,14,alimentos,021,Jamón,900576
Jalisco,14,alimentos,022,Pollo,900566
Jalisco,14,alimentos,026,Atún y sardina en lata,900584
Jalisco,14,alimentos,030,Crema y otros productos a base de leche,900595
Jalisco,14,alimentos,031,Huevo,900605
Jalisco,14,alimentos,034,Leche pasteurizada y fresca,900588
Jalisco,14,alimentos,037,Queso fresco,900597
Jalisco,14,alimentos,039,Queso Oaxaca y asadero,900599
Jalisco,14,alimentos,041,Yogurt,900601
Jalisco,14,alimentos,042,Aceites y grasas vegetales comestibles,900608
Jalisco,14,alimentos,045,Aguacate,900611
Jalisco,14,alimentos,048,Limón,900614
Jalisco,14,alimentos,049,Manzana,900615
Jalisco,14,alimentos,055,Plátanos,900621
Jalisco,14,alimentos,060,Calabacita,900626
Jalisco,14,alimentos,061,Cebolla,900627
Jalisco,14,alimentos,062,Chayote,900628
Jalisco,14,alimentos,065,Chile serrano,900630
Jalisco,14,alimentos,068,Frijol,900644
Jalisco,14,alimentos,069,Frijol procesado,900649
Jalisco,14,alimentos,070,Jitomate,900632
Jalisco,14,alimentos,071,Lechuga y col,900633
Jalisco,14,alimentos,072,Nopales,900634
Jalisco,14,alimentos,073,Papa y otros tubérculos,900635
Jalisco,14,alimentos,074,Papas fritas,900671
Jalisco,14,alimentos,075,Pepino,900636
Jalisco,14,alimentos,076,Tomate verde,900637
Jalisco,14,alimentos,078,Zanahoria,900638
Jalisco,14,alimentos,081,Otros chiles frescos,900640
Jalisco,14,alimentos,082,Azúcar,900656
Jalisco,14,alimentos,087,"Cilantro, epazote y perejil",900641
Jalisco,14,alimentos,095,Jugos o néctares envasados,900653
Jalisco,14,alimentos,096,Café soluble,900658
Jalisco,14,alimentos,099,Agua embotellada,900662
Jalisco,14,alimentos,100,Refrescos envasados,900663
Jalisco,14,alimentos,267,Pollos rostizados,900681
Jalisco,14,alimentos,269,Otros alimentos cocinados,900682
Jalisco,14,comidas_fuera,25,Alimentos cocinados fuera de casa,900677
Jalisco,14,nanv,general,Índice general,900540
Jalisco,14,vivienda,3,Vivienda,900748
México,15,alimentos,001,Arroz,900992
México,15,alimentos,004,Galletas,900987
México,15,alimentos,008,Pan blanco,900981
México,15,alimentos,009,Pan de caja,900982
México,15,alimentos,010,Pan dulce,900983
México,15,alimentos,011,Pasta para sopa,900989
México,15,alimentos,014,Tortilla de maíz,900978
México,15,alimentos,015,Tortillas de harina de trigo,900990
México,15,alimentos,016,Tostadas,900979
México,15,alimentos,017,Carne de cerdo,900998
México,15,alimentos,018,Carne de res,901001
México,15,alimentos,019,"Carnes secas, procesadas y otros embutidos",901004
México,15,alimentos,020,Chorizo,901005
México,15,alimentos,021,Jamón,901006
México,15,alimentos,022,Pollo,900996
México,15,alimentos,026,Atún y sardina en lata,901014
México,15,alimentos,030,Crema y otros productos a base de leche,901025
México,15,alimentos,031,Huevo,901035
México,15,alimentos,034,Leche pasteurizada y fresca,901018
México,15,alimentos,037,Queso fresco,901027
México,15,alimentos,039,Queso Oaxaca y asadero,901029
México,15,alimentos,041,Yogurt,901031
México,15,alimentos,042,Aceites y grasas vegetales comestibles,901038
México,15,alimentos,045,Aguacate,901041
México,15,alimentos,048,Limón,901044
México,15,alimentos,049,Manzana,901045
México,15,alimentos,055,Plátanos,901051
México,15,alimentos,060,Calabacita,901056
México,15,alimentos,061,Cebolla,901057
México,15,alimentos,062,Chayote,901058
México,15,alimentos,065,Chile serrano,901060
México,15,alimentos,068,Frijol,901074
México,15,alimentos,069,Frijol procesado,901079
México,15,alimentos,070,Jitomate,901062
México,15,alimentos,071,Lechuga y col,901063
México,15,alimentos,072,Nopales,901064
México,15,alimentos,073,Papa y otros tubérculos,901065
México,15,alimentos,074,Papas fritas,901101
México,15,alimentos,075,Pepino,901066
México,15,alimentos,076,Tomate verde,901067
México,15,alimentos,078,Zanahoria,901068
México,15,alimentos,081,Otros chiles frescos,901070
México,15,alimentos,082,Azúcar,901086
México,15,alimentos,087,"Cilantro, epazote y perejil",901071
México,15,alimentos,095,Jugos o néctares envasados,901083
México,15,alimentos,096,Café soluble,901088
México,15,alimentos,099,Agua embotellada,901092
México,15,alimentos,100,Refrescos envasados,901093
México,15,alimentos,267,Pollos rostizados,901111
México,15,alimentos,269,Otros alimentos cocinados,901112
México,15,comidas_fuera,25,Alimentos cocinados fuera de casa,901107
México,15,nanv,general,Índice general,900970
México,15,vivienda,3,Vivienda,901178
Michoacán,16,alimentos,001,Arroz,901422
Michoacán,16,alimentos,004,Galletas,901417
Michoacán,16,alimentos,008,Pan blanco,901411
Michoacán,16,alimentos,009,Pan de caja,901412
Michoacán,16,alimentos,010,Pan dulce,901413
Michoacán,16,alimentos,011,Pasta para sopa,901419
Michoacán,16,alimentos,014,Tortilla de maíz,901408
Michoacán,16,alimentos,015,Tortillas de harina de trigo,901420
Michoacán,16,alimentos,016,Tostadas,901409
Michoacán,16,alimentos,017,Carne de cerdo,901428
Michoacán,16,alimentos,018,Carne de res,901431
Michoacán,16,alimentos,019,"Carnes secas, procesadas y otros embutidos",901434
Michoacán,16,alimentos,020,Chorizo,901435
Michoacán,16,alimentos,021,Jamón,901436
Michoacán,16,alimentos,022,Pollo,901426
Michoacán,16,alimentos,026,Atún y sardina en lata,901444
Michoacán,16,alimentos,030,Crema y otros productos a base de leche,901455
Michoacán,16,alimentos,031,Huevo,901465
Michoacán,16,alimentos,034,Leche pasteurizada y fresca,901448
Michoacán,16,alimentos,037,Queso fresco,901457
Michoacán,16,alimentos,039,Queso Oaxaca y asadero,901459
Michoacán,16,alimentos,041,Yogurt,901461
Michoacán,16,alimentos,042,Aceites y grasas vegetales comestibles,901468
Michoacán,16,alimentos,045,Aguacate,901471
Michoacán,16,alimentos,048,Limón,901474
Michoacán,16,alimentos,049,Manzana,901475
Michoacán,16,alimentos,055,Plátanos,901481
Michoacán,16,alimentos,060,Calabacita,901486
Michoacán,16,alimentos,061,Cebolla,901487
Michoacán,16,alimentos,062,Chayote,901488
Michoacán,16,alimentos,065,Chile serrano,901490
Michoacán,16,alimentos,068,Frijol,901504
Michoacán,16,alimentos,069,Frijol procesado,901509
Michoacán,16,alimentos,070,Jitomate,901492
Michoacán,16,alimentos,071,Lechuga y col,901493
Michoacán,16,alimentos,072,Nopales,901494
Michoacán,16,alimentos,073,Papa y otros tubérculos,901495
Michoacán,16,alimentos,074,Papas fritas,901531
Michoacán,16,alimentos,075,Pepino,901496
Michoacán,16,alimentos,076,Tomate verde,901497
Michoacán,16,alimentos,078,Zanahoria,901498
Michoacán,16,alimentos,081,Otros chiles frescos,901500
Michoacán,16,alimentos,082,Azúcar,901516
Michoacán,16,alimentos,087,"Cilantro, epazote y perejil",901501
Michoacán,16,alimentos,095,Jugos o néctares envasados,901513
Michoacán,16,alimentos,096,Café soluble,901518
Michoacán,16,alimentos,099,Agua embotellada,901522
Michoacán,16,alimentos,100,Refrescos envasados,901523
Michoacán,16,alimentos,267,Pollos rostizados,901541
Michoacán,16,alimentos,269,Otros alimentos cocinados,901542
Michoacán,16,comidas_fuera,25,Alimentos cocinados fuera de casa,901537
Michoacán,16,nanv,general,Índice general,901400
Michoacán,16,vivienda,3,Vivienda,901608
Morelos,17,alimentos,001,Arroz,901852
Morelos,17,alimentos,004,Galletas,901847
Morelos,17,alimentos,008,Pan blanco,901841
Morelos,17,alimentos,009,Pan de caja,901842
Morelos,17,alimentos,010,Pan dulce,901843
Morelos,17,alimentos,011,Pasta para sopa,901849
Morelos,17,alimentos,014,Tortilla de maíz,901838
Morelos,17,alimentos,015,Tortillas de harina de trigo,901850
Morelos,17,alimentos,016,Tostadas,901839
Morelos,17,alimentos,017,Carne de cerdo,901858
Morelos,17,alimentos,018,Carne de res,901861
Morelos,17,alimentos,019,"Carnes secas, procesadas y otros embutidos",901864
Morelos,17,alimentos,020,Chorizo,901865
Morelos,17,alimentos,021,Jamón,901866
Morelos,17,alimentos,022,Pollo,901856
Morelos,17,alimentos,026,Atún y sardina en lata,901874
Morelos,17,alimentos,030,Crema y otros productos a base de leche,901885
Morelos,17,alimentos,031,Huevo,901895
Morelos,17,alimentos,034,Leche pasteurizada y fresca,901878
Morelos,17,alimentos,037,Queso fresco,901887
Morelos,17,alimentos,039,Queso Oaxaca y asadero,901889
Morelos,17,alimentos,041,Yogurt,901891
Morelos,17,alimentos,042,Aceites y grasas vegetales comestibles,901898
Morelos,17,alimentos,045,Aguacate,901901
Morelos,17,alimentos,048,Limón,901904
Morelos,17,alimentos,049,Manzana,901905
Morelos,17,alimentos,055,Plátanos,901911
Morelos,17,alimentos,060,Calabacita,901916
Morelos,17,alimentos,061,Cebolla,901917
Morelos,17,alimentos,062,Chayote,901918
Morelos,17,alimentos,065,Chile serrano,901920
Morelos,17,alimentos,068,Frijol,901934
Morelos,17,alimentos,069,Frijol procesado,901939
Morelos,17,alimentos,070,Jitomate,901922
Morelos,17,alimentos,071,Lechuga y col,901923
Morelos,17,alimentos,072,Nopales,901924
Morelos,17,alimentos,073,Papa y otros tubérculos,901925
Morelos,17,alimentos,074,Papas fritas,901961
Morelos,17,alimentos,075,Pepino,901926
Morelos,17,alimentos,076,Tomate verde,901927
Morelos,17,alimentos,078,Zanahoria,901928
Morelos,17,alimentos,081,Otros chiles frescos,901930
Morelos,17,alimentos,082,Azúcar,901946
Morelos,17,alimentos,087,"Cilantro, epazote y perejil",901931
Morelos,17,alimentos,095,Jugos o néctares envasados,901943
Morelos,17,alimentos,096,Café soluble,901948
Morelos,17,alimentos,099,Agua embotellada,901952
Morelos,17,alimentos,100,Refrescos envasados,901953
Morelos,17,alimentos,267,Pollos rostizados,901971
Morelos,17,alimentos,269,Otros alimentos cocinados,901972
Morelos,17,comidas_fuera,25,Alimentos cocinados fuera de casa,901967
Morelos,17,nanv,general,Índice general,901830
Morelos,17,vivienda,3,Vivienda,902038
Nayarit,18,alimentos,001,Arroz,902282
Nayarit,18,alimentos,004,Galletas,902277
Nayarit,18,alimentos,008,Pan blanco,902271
Nayarit,18,alimentos,009,Pan de caja,902272
Nayarit,18,alimentos,010,Pan dulce,902273
Nayarit,18,alimentos,011,Pasta para sopa,902279
Nayarit,18,alimentos,014,Tortilla de maíz,902268
Nayarit,18,alimentos,015,Tortillas de harina de trigo,902280
Nayarit,18,alimentos,016,Tostadas,902269
Nayarit,18,alimentos,017,Carne de cerdo,902288
Nayarit,18,alimentos,018,Carne de res,902291
Nayarit,18,alimentos,019,"Carnes secas, procesadas y otros embutidos",902294
Nayarit,18,alimentos,020,Chorizo,902295
Nayarit,18,alimentos,021,Jamón,902296
Nayarit,18,alimentos,022,Pollo,902286
Nayarit,18,alimentos,026,Atún y sardina en lata,902304
Nayarit,18,alimentos,030,Crema y otros productos a base de leche,902315
Nayarit,18,alimentos,031,Huevo,902325
Nayarit,18,alimentos,034,Leche pasteurizada y fresca,902308
Nayarit,18,alimentos,037,Queso fresco,902317
Nayarit,18,alimentos,039,Queso Oaxaca y asadero,902319
Nayarit,18,alimentos,041,Yogurt,902321
Nayarit,18,alimentos,042,Aceites y grasas vegetales comestibles,902328
Nayarit,18,alimentos,045,Aguacate,902331
Nayarit,18,alimentos,048,Limón,902334
Nayarit,18,alimentos,049,Manzana,902335
Nayarit,18,alimentos,055,Plátanos,902341
Nayarit,18,alimentos,060,Calabacita,902346
Nayarit,18,alimentos,061,Cebolla,902347
Nayarit,18,alimentos,062,Chayote,902348
Nayarit,18,alimentos,065,Chile serrano,902350
Nayarit,18,alimentos,068,Frijol,902364
Nayarit,18,alimentos,069,Frijol procesado,902369
Nayarit,18,alimentos,070,Jitomate,902352
Nayarit,18,alimentos,071,Lechuga y col,902353
Nayarit,18,alimentos,072,Nopales,902354
Nayarit,18,alimentos,073,Papa y otros tubérculos,902355
Nayarit,18,alimentos,074,Papas fritas,902391
Nayarit,18,alimentos,075,Pepino,902356
Nayarit,18,alimentos,076,Tomate verde,902357
Nayarit,18,alimentos,078,Zanahoria,902358
Nayarit,18,alimentos,081,Otros chiles frescos,902360
Nayarit,18,alimentos,082,Azúcar,902376
Nayarit,18,alimentos,087,"Cilantro, epazote y perejil",902361
Nayarit,18,alimentos,095,Jugos o néctares envasados,902373
Nayarit,18,alimentos,096,Café soluble,902378
Nayarit,18,alimentos,099,Agua embotellada,902382
Nayarit,18,alimentos,100,Refrescos envasados,902383
Nayarit,18,alimentos,267,Pollos rostizados,902401
Nayarit,18,alimentos,269,Otros alimentos cocinados,902402
Nayarit,18,comidas_fuera,25,Alimentos cocinados fuera de casa,902397
Nayarit,18,nanv,general,Índice general,902260
Nayarit,18,vivienda,3,Vivienda,902468
Nuevo León,19,alimentos,001,Arroz,902712
Nuevo León,19,alimentos,004,Galletas,902707
Nuevo León,19,alimentos,008,Pan blanco,902701
Nuevo León,19,alimentos,009,Pan de caja,902702
Nuevo León,19,alimentos,010,Pan dulce,902703
Nuevo León,19,alimentos,011,Pasta para sopa,902709
Nuevo León,19,alimentos,014,Tortilla de maíz,902698
Nuevo León,19,alimentos,015,Tortillas de harina de trigo,902710
Nuevo León,19,alimentos,016,Tostadas,902699
Nuevo León,19,alimentos,017,Carne de cerdo,902718
Nuevo León,19,alimentos,018,Carne de res,902721
Nuevo León,19,alimentos,019,"Carnes secas, procesadas y otros embutidos",902724
Nuevo León,19,alimentos,020,Chorizo,902725
Nuevo León,19,alimentos,021,Jamón,902726
Nuevo León,19,alimentos,022,Pollo,902716
Nuevo León,19,alimentos,026,Atún y sardina en lata,902734
Nuevo León,19,alimentos,030,Crema y otros productos a base de leche,902745
Nuevo León,19,alimentos,031,Huevo,902755
Nuevo León,19,alimentos,034,Leche pasteurizada y fresca,902738
Nuevo León,19,alimentos,037,Queso fresco,902747
Nuevo León,19,alimentos,039,Queso Oaxaca y asadero,902749
Nuevo León,19,alimentos,041,Yogurt,902751
Nuevo León,19,alimentos,042,Aceites y grasas vegetales comestibles,902758
Nuevo León,19,alimentos,045,Aguacate,902761
Nuevo León,19,alimentos,048,Limón,902764
Nuevo León,19,alimentos,049,Manzana,902765
Nuevo León,19,alimentos,055,Plátanos,902771
Nuevo León,19,alimentos,060,Calabacita,902776
Nuevo León,19,alimentos,061,Cebolla,902777
Nuevo León,19,alimentos,062,Chayote,902778
Nuevo León,19,alimentos,065,Chile serrano,902780
Nuevo León,19,alimentos,068,Frijol,902794
Nuevo León,19,alimentos,069,Frijol procesado,902799
Nuevo León,19,alimentos,070,Jitomate,902782
Nuevo León,19,alimentos,071,Lechuga y col,902783
Nuevo León,19,alimentos,072,Nopales,902784
Nuevo León,19,alimentos,073,Papa y otros tubérculos,902785
Nuevo León,19,alimentos,074,Papas fritas,902821
Nuevo León,19,alimentos,075,Pepino,902786
Nuevo León,19,alimentos,076,Tomate verde,902787
Nuevo León,19,alimentos,078,Zanahoria,902788
Nuevo León,19,alimentos,081,Otros chiles frescos,902790
Nuevo León,19,alimentos,082,Azúcar,902806
Nuevo León,19,alimentos,087,"Cilantro, epazote y perejil",902791
Nuevo León,19,alimentos,095,Jugos o néctares envasados,902803
Nuevo León,19,alimentos,096,Café soluble,902808
Nuevo León,19,alimentos,099,Agua embotellada,902812
Nuevo León,19,alimentos,100,Refrescos envasados,902813
Nuevo León,19,alimentos,267,Pollos rostizados,902831
Nuevo León,19,alimentos,269,Otros alimentos cocinados,902832
Nuevo León,19,comidas_fuera,25,Alimentos cocinados fuera de casa,902827
Nuevo León,19,nanv,general,Índice general,902690
Nuevo León,19,vivienda,3,Vivienda,902898
Oaxaca,20,alimentos,001,Arroz,903142
Oaxaca,20,alimentos,004,Galletas,903137
Oaxaca,20,alimentos,008,Pan blanco,903131
Oaxaca,20,alimentos,009,Pan de caja,903132
Oaxaca,20,alimentos,010,Pan dulce,903133
Oaxaca,20,alimentos,011,Pasta para sopa,903139
Oaxaca,20,alimentos,014,Tortilla de maíz,903128
Oaxaca,20,alimentos,015,Tortillas de harina de trigo,903140
Oaxaca,20,alimentos,016,Tostadas,903129
Oaxaca,20,alimentos,017,Carne de cerdo,903148
Oaxaca,20,alimentos,018,Carne de res,903151
Oaxaca,20,alimentos,019,"Carnes secas, procesadas y otros embutidos",903154
Oaxaca,20,alimentos,020,Chorizo,903155
Oaxaca,20,alimentos,021,Jamón,903156
Oaxaca,20,alimentos,022,Pollo,903146
Oaxaca,20,alimentos,026,Atún y sardina en lata,903164
Oaxaca,20,alimentos,030,Crema y otros productos a base de leche,903175
Oaxaca,20,alimentos,031,Huevo,903185
Oaxaca,20,alimentos,034,Leche pasteurizada y fresca,903168
Oaxaca,20,alimentos,037,Queso fresco,903177
Oaxaca,20,alimentos,039,Queso Oaxaca y asadero,903179
Oaxaca,20,alimentos,041,Yogurt,903181
Oaxaca,20,alimentos,042,Aceites y grasas vegetales comestibles,903188
Oaxaca,20,alimentos,045,Aguacate,903191
Oaxaca,20,alimentos,048,Limón,903194
Oaxaca,20,alimentos,049,Manzana,903195
Oaxaca,20,alimentos,055,Plátanos,903201
Oaxaca,20,alimentos,060,Calabacita,903206
Oaxaca,20,alimentos,061,Cebolla,903207
Oaxaca,20,alimentos,062,Chayote,903208
Oaxaca,20,alimentos,065,Chile serrano,903210
Oaxaca,20,alimentos,068,Frijol,903224
Oaxaca,20,alimentos,069,Frijol procesado,903229
Oaxaca,20,alimentos,070,Jitomate,903212
Oaxaca,20,alimentos,071,Lechuga y col,903213
Oaxaca,20,alimentos,072,Nopales,903214
Oaxaca,20,alimentos,073,Papa y otros tubérculos,903215
Oaxaca,20,alimentos,074,Papas fritas,903251
Oaxaca,20,alimentos,075,Pepino,903216
Oaxaca,20,alimentos,076,Tomate verde,903217
Oaxaca,20,alimentos,078,Zanahoria,903218
Oaxaca,20,alimentos,081,Otros chiles frescos,903220
Oaxaca,20,alimentos,082,Azúcar,903236
Oaxaca,20,alimentos,087,"Cilantro, epazote y perejil",903221
Oaxaca,20,alimentos,095,Jugos o néctares envasados,903233
Oaxaca,20,alimentos,096,Café soluble,903238
Oaxaca,20,alimentos,099,Agua embotellada,903242
Oaxaca,20,alimentos,100,Refrescos envasados,903243
Oaxaca,20,alimentos,267,Pollos rostizados,903261
