nom_ent,cve_ent,ambito,date,componente,valor
Colima,6,Rural,2025-09-01,NANV,5093.86422727414
Colima,6,Rural,2025-10-01,Alimentos,3344.95877709626
Colima,6,Rural,2025-10-01,Vivienda,3735.19244676364
Colima,6,Rural,2025-10-01,NANV,5106.52869813411
Colima,6,Rural,2025-11-01,Alimentos,3358.72125082673
Colima,6,Rural,2025-11-01,Vivienda,3790.48840052175
Colima,6,Rural,2025-11-01,NANV,5133.10624965714
Colima,6,Rural,2025-12-01,Alimentos,3369.99912773486
Colima,6,Rural,2025-12-01,Vivienda,3799.92142652184
Colima,6,Rural,2025-12-01,NANV,5151.37162734814
Colima,6,Rural,2026-01-01,Alimentos,3382.91538514788
Colima,6,Rural,2026-01-01,Vivienda,3805.57488991584
Colima,6,Rural,2026-01-01,NANV,5167.17545999875
Colima,6,Rural,2026-02-01,Alimentos,3407.13114687066
Colima,6,Rural,2026-02-01,Vivienda,3813.10225409773
Colima,6,Rural,2026-02-01,NANV,5193.00384563992
Colima,6,Rural,2026-03-01,Alimentos,3481.45744189143
Colima,6,Rural,2026-03-01,Vivienda,3825.96547137058
Colima,6,Rural,2026-03-01,NANV,5254.32842425481
Colima,6,Rural,2026-04-01,Alimentos,3487.51913726111
Colima,6,Rural,2026-04-01,Vivienda,3824.2503757342
Colima,6,Rural,2026-04-01,NANV,5274.44887936755
Colima,6,Rural,2026-05-01,Alimentos,3473.65579905412
Colima,6,Rural,2026-05-01,Vivienda,3790.74248876418
Colima,6,Rural,2026-05-01,NANV,5265.38753965366
Colima,6,Rural,2026-06-01,Alimentos,3459.23389943447
Colima,6,Rural,2026-06-01,Vivienda,3796.52299627938
Colima,6,Rural,2026-06-01,NANV,5257.00401669002
Colima,6,Urbano,2018-08-01,Alimentos,2233.82572602851
Colima,6,Urbano,2018-08-01,Vivienda,4606.38063308335
Colima,6,Urbano,2018-08-01,NANV,3468.08611197155
Colima,6,Urbano,2018-09-01,Alimentos,2237.90737037125
Colima,6,Urbano,2018-09-01,Vivienda,4629.25513025215
Colima,6,Urbano,2018-09-01,NANV,3485.28706598278
Colima,6,Urbano,2018-10-01,Alimentos,2233.16220945218
Colima,6,Urbano,2018-10-01,Vivienda,4632.56894070719
Colima,6,Urbano,2018-10-01,NANV,3494.42399125233
Colima,6,Urbano,2018-11-01,Alimentos,2280.6500580645
Colima,6,Urbano,2018-11-01,Vivienda,4708.78658117306
Colima,6,Urbano,2018-11-01,NANV,3526.36862013034
Colima,6,Urbano,2018-12-01,Alimentos,2306.44116232322
Colima,6,Urbano,2018-12-01,Vivienda,4719.28031428068
Colima,6,Urbano,2018-12-01,NANV,3545.54231937023
Colima,6,Urbano,2019-01-01,Alimentos,2317.84572882433
Colima,6,Urbano,2019-01-01,Vivienda,4734.56066249002
Colima,6,Urbano,2019-01-01,NANV,3545.9230245898
Colima,6,Urbano,2019-02-01,Alimentos,2285.2393997481
Colima,6,Urbano,2019-02-01,Vivienda,4732.21338008437
Colima,6,Urbano,2019-02-01,NANV,3549.59163852378
Colima,6,Urbano,2019-03-01,Alimentos,2288.98022382964
Colima,6,Urbano,2019-03-01,Vivienda,4776.12136861362
Colima,6,Urbano,2019-03-01,NANV,3571.74176038936
Colima,6,Urbano,2019-04-01,Alimentos,2302.47284622362
Colima,6,Urbano,2019-04-01,Vivienda,4770.87450205981
Colima,6,Urbano,2019-04-01,NANV,3576.51788041662
Colima,6,Urbano,2019-05-01,Alimentos,2301.72055306875
Colima,6,Urbano,2019-05-01,Vivienda,4678.73216135167
Colima,6,Urbano,2019-05-01,NANV,3564.19687512889
Colima,6,Urbano,2019-06-01,Alimentos,2318.69687656052
Colima,6,Urbano,2019-06-01,Vivienda,4683.79492732465
Colima,6,Urbano,2019-06-01,NANV,3569.35370037572
Colima,6,Urbano,2019-07-01,Alimentos,2339.11022321914
Colima,6,Urbano,2019-07-01,Vivienda,4698.70707437232
Colima,6,Urbano,2019-07-01,NANV,3587.59294134941
Colima,6,Urbano,2019-08-01,Alimentos,2325.72190694258
Colima,6,Urbano,2019-08-01,Vivienda,4705.65687129886
Colima,6,Urbano,2019-08-01,NANV,3588.59661874644
Colima,6,Urbano,2019-09-01,Alimentos,2314.41066120496
Colima,6,Urbano,2019-09-01,Vivienda,4708.23427943055
Colima,6,Urbano,2019-09-01,NANV,3597.56049618892
Colima,6,Urbano,2019-10-01,Alimentos,2322.34256288412
Colima,6,Urbano,2019-10-01,Vivienda,4718.26776108608
Colima,6,Urbano,2019-10-01,NANV,3606.35132580432
Colima,6,Urbano,2019-11-01,Alimentos,2333.34659067492
Colima,6,Urbano,2019-11-01,Vivienda,4841.38502451978
Colima,6,Urbano,2019-11-01,NANV,3630.78567898728
Colima,6,Urbano,2019-12-01,Alimentos,2346.81812573956
Colima,6,Urbano,2019-12-01,Vivienda,4860.89968608833
Colima,6,Urbano,2019-12-01,NANV,3646.5676408165
Colima,6,Urbano,2020-01-01,Alimentos,2372.74489287961
Colima,6,Urbano,2020-01-01,Vivienda,4869.36831280676
Colima,6,Urbano,2020-01-01,NANV,3663.42249917359
Colima,6,Urbano,2020-02-01,Alimentos,2395.41687480087
Colima,6,Urbano,2020-02-01,Vivienda,4858.09215223059
Colima,6,Urbano,2020-02-01,NANV,3670.27519312575
Colima,6,Urbano,2020-03-01,Alimentos,2411.45593585243
Colima,6,Urbano,2020-03-01,Vivienda,4853.58168800013
Colima,6,Urbano,2020-03-01,NANV,3649.3364060497
Colima,6,Urbano,2020-04-01,Alimentos,2407.11723186439
Colima,6,Urbano,2020-04-01,Vivienda,4865.77835148047
Colima,6,Urbano,2020-04-01,NANV,3611.8542467053
Colima,6,Urbano,2020-05-01,Alimentos,2432.69075853108
Colima,6,Urbano,2020-05-01,Vivienda,4777.36404753426
Colima,6,Urbano,2020-05-01,NANV,3629.60895376317
Colima,6,Urbano,2020-06-01,Alimentos,2440.51775102046
Colima,6,Urbano,2020-06-01,Vivienda,4787.02932802812
Colima,6,Urbano,2020-06-01,NANV,3670.48285051824
Colima,6,Urbano,2020-07-01,Alimentos,2446.78778781231
Colima,6,Urbano,2020-07-01,Vivienda,4797.61511142615
Colima,6,Urbano,2020-07-01,NANV,3691.97539064093
Colima,6,Urbano,2020-08-01,Alimentos,2468.2240485838
Colima,6,Urbano,2020-08-01,Vivienda,4802.95402827038
Colima,6,Urbano,2020-08-01,NANV,3714.19473163733
Colima,6,Urbano,2020-09-01,Alimentos,2477.53698970599
Colima,6,Urbano,2020-09-01,Vivienda,4804.15068204581
Colima,6,Urbano,2020-09-01,NANV,3726.30807953257
Colima,6,Urbano,2020-10-01,Alimentos,2497.01513886502
Colima,6,Urbano,2020-10-01,Vivienda,4807.32641706522
Colima,6,Urbano,2020-10-01,NANV,3731.39568564857
Colima,6,Urbano,2020-11-01,Alimentos,2499.65357517581
Colima,6,Urbano,2020-11-01,Vivienda,4917.23446382398
Colima,6,Urbano,2020-11-01,NANV,3749.66953618767
Colima,6,Urbano,2020-12-01,Alimentos,2503.51516514009
Colima,6,Urbano,2020-12-01,Vivienda,4930.44368049892
Colima,6,Urbano,2020-12-01,NANV,3765.0015736665
Colima,6,Urbano,2021-01-01,Alimentos,2514.5612147792
Colima,6,Urbano,2021-01-01,Vivienda,4971.95836147731
Colima,6,Urbano,2021-01-01,NANV,3802.89904779588
Colima,6,Urbano,2021-02-01,Alimentos,2517.9684176883
Colima,6,Urbano,2021-02-01,Vivienda,5001.87470586307
Colima,6,Urbano,2021-02-01,NANV,3821.96891833952
Colima,6,Urbano,2021-03-01,Alimentos,2544.41940047713
Colima,6,Urbano,2021-03-01,Vivienda,5025.66970593605
Colima,6,Urbano,2021-03-01,NANV,3841.38488453731
Colima,6,Urbano,2021-04-01,Alimentos,2575.55798883155
Colima,6,Urbano,2021-04-01,Vivienda,5025.89983166209
Colima,6,Urbano,2021-04-01,NANV,3863.36195857581
Colima,6,Urbano,2021-05-01,Alimentos,2640.0689044944
Colima,6,Urbano,2021-05-01,Vivienda,4925.74911568761
Colima,6,Urbano,2021-05-01,NANV,3886.30810044593
Colima,6,Urbano,2021-06-01,Alimentos,2645.35563963089
Colima,6,Urbano,2021-06-01,Vivienda,4955.52738463775
Colima,6,Urbano,2021-06-01,NANV,3918.87570150141
Colima,6,Urbano,2021-07-01,Alimentos,2647.2543308521
Colima,6,Urbano,2021-07-01,Vivienda,4980.65711392178
Colima,6,Urbano,2021-07-01,NANV,3937.25338073676
Colima,6,Urbano,2021-08-01,Alimentos,2673.32801191856
Colima,6,Urbano,2021-08-01,Vivienda,4942.3181679628
Colima,6,Urbano,2021-08-01,NANV,3945.4558477401
Colima,6,Urbano,2021-09-01,Alimentos,2697.7927481967
Colima,6,Urbano,2021-09-01,Vivienda,4966.02111774537
Colima,6,Urbano,2021-09-01,NANV,3963.59126001754
Colima,6,Urbano,2021-10-01,Alimentos,2691.981784531
Colima,6,Urbano,2021-10-01,Vivienda,5012.55253955152
Colima,6,Urbano,2021-10-01,NANV,3982.48808273411
Colima,6,Urbano,2021-11-01,Alimentos,2744.71834918194
Colima,6,Urbano,2021-11-01,Vivienda,5136.22210472772
Colima,6,Urbano,2021-11-01,NANV,4021.73532991468
Colima,6,Urbano,2021-12-01,Alimentos,2784.84454642767
Colima,6,Urbano,2021-12-01,Vivienda,5076.15929023016
Colima,6,Urbano,2021-12-01,NANV,4044.95834830811
Colima,6,Urbano,2022-01-01,Alimentos,2804.36498270975
Colima,6,Urbano,2022-01-01,Vivienda,5084.99611811026
Colima,6,Urbano,2022-01-01,NANV,4064.8242388563
Colima,6,Urbano,2022-02-01,Alimentos,2841.5566990751
Colima,6,Urbano,2022-02-01,Vivienda,5139.81206605401
Colima,6,Urbano,2022-02-01,NANV,4098.46473643964
Colima,6,Urbano,2022-03-01,Alimentos,2877.25322373427
Colima,6,Urbano,2022-03-01,Vivienda,5173.31837176606
Colima,6,Urbano,2022-03-01,NANV,4140.4807488534
Colima,6,Urbano,2022-04-01,Alimentos,2887.96557318345
Colima,6,Urbano,2022-04-01,Vivienda,5196.19286893486
Colima,6,Urbano,2022-04-01,NANV,4180.28174908061
Colima,6,Urbano,2022-05-01,Alimentos,2898.64065053644
Colima,6,Urbano,2022-05-01,Vivienda,5080.99193047709
Colima,6,Urbano,2022-05-01,NANV,4184.01958214542
Colima,6,Urbano,2022-06-01,Alimentos,2941.91280928269
Colima,6,Urbano,2022-06-01,Vivienda,5077.07979313434
Colima,6,Urbano,2022-06-01,NANV,4213.50693187897
Colima,6,Urbano,2022-07-01,Alimentos,2979.38528074022
Colima,6,Urbano,2022-07-01,Vivienda,5079.79527670166
Colima,6,Urbano,2022-07-01,NANV,4245.00163640659
Colima,6,Urbano,2022-08-01,Alimentos,3002.18909693366
Colima,6,Urbano,2022-08-01,Vivienda,5046.33499613482
Colima,6,Urbano,2022-08-01,NANV,4277.08470354625
Colima,6,Urbano,2022-09-01,Alimentos,3028.2165661607
Colima,6,Urbano,2022-09-01,Vivienda,5022.40192062622
Colima,6,Urbano,2022-09-01,NANV,4304.4954793549
Colima,6,Urbano,2022-10-01,Alimentos,3029.56537034824
Colima,6,Urbano,2022-10-01,Vivienda,4979.1843092751
Colima,6,Urbano,2022-10-01,NANV,4323.94605511811
Colima,6,Urbano,2022-11-01,Alimentos,3025.57052154328
Colima,6,Urbano,2022-11-01,Vivienda,5085.54841985277
Colima,6,Urbano,2022-11-01,NANV,4351.70292658091
Colima,6,Urbano,2022-12-01,Alimentos,3026.58634509301
Colima,6,Urbano,2022-12-01,Vivienda,5080.16347786333
Colima,6,Urbano,2022-12-01,NANV,4366.10050579353
Colima,6,Urbano,2023-01-01,Alimentos,3063.92048927945
Colima,6,Urbano,2023-01-01,Vivienda,5102.66977387046
Colima,6,Urbano,2023-01-01,NANV,4395.06871204585
Colima,6,Urbano,2023-02-01,Alimentos,3077.89971128547
Colima,6,Urbano,2023-02-01,Vivienda,5156.28906803878
Colima,6,Urbano,2023-02-01,NANV,4421.64885828455
Colima,6,Urbano,2023-03-01,Alimentos,3090.51727345901
Colima,6,Urbano,2023-03-01,Vivienda,5162.36438720635
Colima,6,Urbano,2023-03-01,NANV,4441.8954540523
Colima,6,Urbano,2023-04-01,Alimentos,3119.98969699753
Colima,6,Urbano,2023-04-01,Vivienda,5159.09660189653
Colima,6,Urbano,2023-04-01,NANV,4456.18920456868
Colima,6,Urbano,2023-05-01,Alimentos,3123.61650268135
Colima,6,Urbano,2023-05-01,Vivienda,5033.2178297503
Colima,6,Urbano,2023-05-01,NANV,4443.97202797719
Colima,6,Urbano,2023-06-01,Alimentos,3130.62340120641
Colima,6,Urbano,2023-06-01,Vivienda,5002.47303275078
Colima,6,Urbano,2023-06-01,NANV,4448.64431930821
Colima,6,Urbano,2023-07-01,Alimentos,3169.7605378876
Colima,6,Urbano,2023-07-01,Vivienda,4999.71152403825
Colima,6,Urbano,2023-07-01,NANV,4467.54114202478
Colima,6,Urbano,2023-08-01,Alimentos,3196.08081190953
Colima,6,Urbano,2023-08-01,Vivienda,5026.03790709772
Colima,6,Urbano,2023-08-01,NANV,4502.21992657057
Colima,6,Urbano,2023-09-01,Alimentos,3230.47377127995
Colima,6,Urbano,2023-09-01,Vivienda,5045.04629206897
Colima,6,Urbano,2023-09-01,NANV,4535.54893806518
Colima,6,Urbano,2023-10-01,Alimentos,3215.39742469907
Colima,6,Urbano,2023-10-01,Vivienda,5057.42705613016
Colima,6,Urbano,2023-10-01,NANV,4540.15201026537
Colima,6,Urbano,2023-11-01,Alimentos,3204.30296077792
Colima,6,Urbano,2023-11-01,Vivienda,5191.40625383314
Colima,6,Urbano,2023-11-01,NANV,4571.09296174634
Colima,6,Urbano,2023-12-01,Alimentos,3228.04261864164
Colima,6,Urbano,2023-12-01,Vivienda,5201.25563490784
Colima,6,Urbano,2023-12-01,NANV,4599.71507234452
Colima,6,Urbano,2024-01-01,Alimentos,3261.38438270163
Colima,6,Urbano,2024-01-01,Vivienda,5212.76192121005
Colima,6,Urbano,2024-01-01,NANV,4627.05662902234
Colima,6,Urbano,2024-02-01,Alimentos,3249.15789472839
Colima,6,Urbano,2024-02-01,Vivienda,5271.90423280343
Colima,6,Urbano,2024-02-01,NANV,4642.2502282395
Colima,6,Urbano,2024-03-01,Alimentos,3256.1064237351
Colima,6,Urbano,2024-03-01,Vivienda,5298.50676673416
Colima,6,Urbano,2024-03-01,NANV,4660.69712660568
Colima,6,Urbano,2024-04-01,Alimentos,3288.63464042474
Colima,6,Urbano,2024-04-01,Vivienda,5303.75363328797
Colima,6,Urbano,2024-04-01,NANV,4680.25153106513
Colima,6,Urbano,2024-05-01,Alimentos,3314.43600244277
Colima,6,Urbano,2024-05-01,Vivienda,5165.40204679014
Colima,6,Urbano,2024-05-01,NANV,4672.98352232799
Colima,6,Urbano,2024-06-01,Alimentos,3327.78401231434
Colima,6,Urbano,2024-06-01,Vivienda,5190.30165034813
Colima,6,Urbano,2024-06-01,NANV,4697.17560855305
Colima,6,Urbano,2024-07-01,Alimentos,3403.48445200795
Colima,6,Urbano,2024-07-01,Vivienda,5257.95861380515
Colima,6,Urbano,2024-07-01,NANV,4757.98461498713
Colima,6,Urbano,2024-08-01,Alimentos,3366.8341854273
Colima,6,Urbano,2024-08-01,Vivienda,5274.52766608034
Colima,6,Urbano,2024-08-01,NANV,4759.85353151954
Colima,6,Urbano,2024-09-01,Alimentos,3349.028648316
Colima,6,Urbano,2024-09-01,Vivienda,5284.00884599337
Colima,6,Urbano,2024-09-01,NANV,4768.5405324387
Colima,6,Urbano,2024-10-01,Alimentos,3386.11706672631
Colima,6,Urbano,2024-10-01,Vivienda,5299.2431690575
Colima,6,Urbano,2024-10-01,NANV,4795.08606911197
Colima,6,Urbano,2024-11-01,Alimentos,3405.03881472874
Colima,6,Urbano,2024-11-01,Vivienda,5371.04239558332
Colima,6,Urbano,2024-11-01,NANV,4819.07049794454
Colima,6,Urbano,2024-12-01,Alimentos,3397.18754945804
Colima,6,Urbano,2024-12-01,Vivienda,5375.27670894253
Colima,6,Urbano,2024-12-01,NANV,4842.70883112296
Colima,6,Urbano,2025-01-01,Alimentos,3408.52301540631
Colima,6,Urbano,2025-01-01,Vivienda,5397.27672835237
Colima,6,Urbano,2025-01-01,NANV,4843.22797460418
Colima,6,Urbano,2025-02-01,Alimentos,3412.93501164986
Colima,6,Urbano,2025-02-01,Vivienda,5424.56963946122
Colima,6,Urbano,2025-02-01,NANV,4857.07180077016
Colima,6,Urbano,2025-03-01,Alimentos,3431.96279820461
Colima,6,Urbano,2025-03-01,Vivienda,5434.51107082633
Colima,6,Urbano,2025-03-01,NANV,4862.40167384407
Colima,6,Urbano,2025-04-01,Alimentos,3474.80370042749
Colima,6,Urbano,2025-04-01,Vivienda,5446.84580974231
Colima,6,Urbano,2025-04-01,NANV,4881.95607830352
Colima,6,Urbano,2025-05-01,Alimentos,3543.81634870932
Colima,6,Urbano,2025-05-01,Vivienda,5390.05078055458
Colima,6,Urbano,2025-05-01,NANV,4892.61582445133
Colima,6,Urbano,2025-06-01,Alimentos,3567.40836226104
Colima,6,Urbano,2025-06-01,Vivienda,5393.45664130003
Colima,6,Urbano,2025-06-01,NANV,4907.08262279478
Colima,6,Urbano,2025-07-01,Alimentos,3574.66875611695
Colima,6,Urbano,2025-07-01,Vivienda,5397.27672835237
Colima,6,Urbano,2025-07-01,NANV,4923.3145089744
Colima,6,Urbano,2025-08-01,Alimentos,3562.37126810252
Colima,6,Urbano,2025-08-01,Vivienda,5411.36042278628
Colima,6,Urbano,2025-08-01,NANV,4925.35647333388
Colima,6,Urbano,2025-09-01,Alimentos,3586.51244007021
Colima,6,Urbano,2025-09-01,Vivienda,5410.34786959168
Colima,6,Urbano,2025-09-01,NANV,4941.79601690599
Colima,6,Urbano,2025-10-01,Alimentos,3581.59560958522
Colima,6,Urbano,2025-10-01,Vivienda,5412.69515199733
Colima,6,Urbano,2025-10-01,NANV,4954.0824126283
Colima,6,Urbano,2025-11-01,Alimentos,3598.54137525358
Colima,6,Urbano,2025-11-01,Vivienda,5492.82492980595
Colima,6,Urbano,2025-11-01,NANV,4979.86653886245
Colima,6,Urbano,2025-12-01,Alimentos,3610.06598768647
Colima,6,Urbano,2025-12-01,Vivienda,5506.49439793298
Colima,6,Urbano,2025-12-01,NANV,4997.58663635491
Colima,6,Urbano,2026-01-01,Alimentos,3626.17925223745
Colima,6,Urbano,2026-01-01,Vivienda,5514.68687378016
Colima,6,Urbano,2026-01-01,NANV,5012.91867383373
Colima,6,Urbano,2026-02-01,Alimentos,3664.94052866328
Colima,6,Urbano,2026-02-01,Vivienda,5525.59483319466
Colima,6,Urbano,2026-02-01,NANV,5037.97599919417
Colima,6,Urbano,2026-03-01,Alimentos,3773.20636247326
Colima,6,Urbano,2026-03-01,Vivienda,5544.23501700425
Colima,6,Urbano,2026-03-01,NANV,5097.46984214248
Colima,6,Urbano,2026-04-01,Alimentos,3779.59933560765
Colima,6,Urbano,2026-04-01,Vivienda,5541.74965916297
Colima,6,Urbano,2026-04-01,NANV,5116.98963703652
Colima,6,Urbano,2026-05-01,Alimentos,3761.00769202503
Colima,6,Urbano,2026-05-01,Vivienda,5493.19313096763
Colima,6,Urbano,2026-05-01,NANV,5108.19880742112
Colima,6,Urbano,2026-06-01,Alimentos,3750.99770546044
Colima,6,Urbano,2026-06-01,Vivienda,5501.56970739564
Colima,6,Urbano,2026-06-01,NANV,5100.06555954861
Chiapas,7,Rural,2018-08-01,Alimentos,1891.18953246751
Chiapas,7,Rural,2018-08-01,Vivienda,3188.57648760699
Chiapas,7,Rural,2018-08-01,NANV,3071.71413335394
Chiapas,7,Rural,2018-09-01,Alimentos,1874.55428409323
Chiapas,7,Rural,2018-09-01,Vivienda,3220.33352475073
Chiapas,7,Rural,2018-09-01,NANV,3081.95836355778
Chiapas,7,Rural,2018-10-01,Alimentos,1875.42939912998
Chiapas,7,Rural,2018-10-01,Vivienda,3251.99614057492
Chiapas,7,Rural,2018-10-01,NANV,3092.38552644383
Chiapas,7,Rural,2018-11-01,Alimentos,1905.03106590453
Chiapas,7,Rural,2018-11-01,Vivienda,3230.84576499455
Chiapas,7,Rural,2018-11-01,NANV,3107.44698394591
Chiapas,7,Rural,2018-12-01,Alimentos,1961.78912647426
Chiapas,7,Rural,2018-12-01,Vivienda,3227.91870408834
Chiapas,7,Rural,2018-12-01,NANV,3130.77090092788
Chiapas,7,Rural,2019-01-01,Alimentos,1971.88845749564
Chiapas,7,Rural,2019-01-01,Vivienda,3219.32636400881
Chiapas,7,Rural,2019-01-01,NANV,3121.1364463314
Chiapas,7,Rural,2019-02-01,Alimentos,1948.80097134035
Chiapas,7,Rural,2019-02-01,Vivienda,3187.19164158685
Chiapas,7,Rural,2019-02-01,NANV,3113.36180733742
Chiapas,7,Rural,2019-03-01,Alimentos,1939.58868392948
Chiapas,7,Rural,2019-03-01,Vivienda,3188.00995968966
Chiapas,7,Rural,2019-03-01,NANV,3124.36825705047
Chiapas,7,Rural,2019-04-01,Alimentos,1954.78197695221
Chiapas,7,Rural,2019-04-01,Vivienda,3155.74934217496
Chiapas,7,Rural,2019-04-01,NANV,3137.08207846417
Chiapas,7,Rural,2019-05-01,Alimentos,1953.39052328538
Chiapas,7,Rural,2019-05-01,Vivienda,3151.12269751675
Chiapas,7,Rural,2019-05-01,NANV,3136.10643749238
Chiapas,7,Rural,2019-06-01,Alimentos,1962.86250802967
Chiapas,7,Rural,2019-06-01,Vivienda,3122.13535241329
Chiapas,7,Rural,2019-06-01,NANV,3134.27711067026
Chiapas,7,Rural,2019-07-01,Alimentos,1986.07509094197
Chiapas,7,Rural,2019-07-01,Vivienda,3109.95500219067
Chiapas,7,Rural,2019-07-01,NANV,3138.88091650592
Chiapas,7,Rural,2019-08-01,Alimentos,1976.10015266237
Chiapas,7,Rural,2019-08-01,Vivienda,3152.47606976371
Chiapas,7,Rural,2019-08-01,NANV,3151.80815938219
Chiapas,7,Rural,2019-09-01,Alimentos,1956.87953398524
Chiapas,7,Rural,2019-09-01,Vivienda,3165.53768563551
Chiapas,7,Rural,2019-09-01,NANV,3156.10707741416
Chiapas,7,Rural,2019-10-01,Alimentos,1958.84037559537
Chiapas,7,Rural,2019-10-01,Vivienda,3206.4850645493
Chiapas,7,Rural,2019-10-01,NANV,3167.50988127201
Chiapas,7,Rural,2019-11-01,Alimentos,1973.1662840013
Chiapas,7,Rural,2019-11-01,Vivienda,3222.91437415191
Chiapas,7,Rural,2019-11-01,NANV,3183.18111438146
Chiapas,7,Rural,2019-12-01,Alimentos,1981.87842713356
Chiapas,7,Rural,2019-12-01,Vivienda,3238.49389187852
Chiapas,7,Rural,2019-12-01,NANV,3199.7365221216
Chiapas,7,Rural,2020-01-01,Alimentos,1985.08186255533
Chiapas,7,Rural,2020-01-01,Vivienda,3230.78281744818
Chiapas,7,Rural,2020-01-01,NANV,3214.6760245022
Chiapas,7,Rural,2020-02-01,Alimentos,1988.27953617527
Chiapas,7,Rural,2020-02-01,Vivienda,3190.71670418358
Chiapas,7,Rural,2020-02-01,NANV,3206.93187428858
Chiapas,7,Rural,2020-03-01,Alimentos,2012.91551470907
Chiapas,7,Rural,2020-03-01,Vivienda,3198.8998852117
Chiapas,7,Rural,2020-03-01,NANV,3228.63988591101
Chiapas,7,Rural,2020-04-01,Alimentos,2048.86701850859
Chiapas,7,Rural,2020-04-01,Vivienda,3182.84826088731
Chiapas,7,Rural,2020-04-01,NANV,3226.74958152816
Chiapas,7,Rural,2020-05-01,Alimentos,2039.98669716179
Chiapas,7,Rural,2020-05-01,Vivienda,3201.54368215924
Chiapas,7,Rural,2020-05-01,NANV,3231.47534248529
Chiapas,7,Rural,2020-06-01,Alimentos,2055.3874379125
Chiapas,7,Rural,2020-06-01,Vivienda,3222.0960560491
Chiapas,7,Rural,2020-06-01,NANV,3276.59873743079
Chiapas,7,Rural,2020-07-01,Alimentos,2072.95557444327
Chiapas,7,Rural,2020-07-01,Vivienda,3231.94734705603
Chiapas,7,Rural,2020-07-01,NANV,3311.02057046691
Chiapas,7,Rural,2020-08-01,Alimentos,2054.82098223397
Chiapas,7,Rural,2020-08-01,Vivienda,3282.99780716222
Chiapas,7,Rural,2020-08-01,NANV,3317.08783776026
Chiapas,7,Rural,2020-09-01,Alimentos,2054.59667358124
Chiapas,7,Rural,2020-09-01,Vivienda,3292.88057194234
Chiapas,7,Rural,2020-09-01,NANV,3325.41127480088
Chiapas,7,Rural,2020-10-01,Alimentos,2067.18322824265
Chiapas,7,Rural,2020-10-01,Vivienda,3332.78931634101
Chiapas,7,Rural,2020-10-01,NANV,3349.37545617058
Chiapas,7,Rural,2020-11-01,Alimentos,2082.97775814793
Chiapas,7,Rural,2020-11-01,Vivienda,3341.66492037921
Chiapas,7,Rural,2020-11-01,NANV,3352.42433420744
Chiapas,7,Rural,2020-12-01,Alimentos,2091.60704252118
Chiapas,7,Rural,2020-12-01,Vivienda,3346.19714371786
Chiapas,7,Rural,2020-12-01,NANV,3360.68679368733
Chiapas,7,Rural,2021-01-01,Alimentos,2093.51477627481
Chiapas,7,Rural,2021-01-01,Vivienda,3393.47075104184
Chiapas,7,Rural,2021-01-01,NANV,3370.9005351108
Chiapas,7,Rural,2021-02-01,Alimentos,2109.33309320577
Chiapas,7,Rural,2021-02-01,Vivienda,3380.44060894322
Chiapas,7,Rural,2021-02-01,NANV,3388.4620726031
Chiapas,7,Rural,2021-03-01,Alimentos,2152.65259313957
Chiapas,7,Rural,2021-03-01,Vivienda,3412.51238381882
Chiapas,7,Rural,2021-03-01,NANV,3429.28654951663
Chiapas,7,Rural,2021-04-01,Alimentos,2175.78875160963
Chiapas,7,Rural,2021-04-01,Vivienda,3383.49356494217
Chiapas,7,Rural,2021-04-01,NANV,3441.69548312664
Chiapas,7,Rural,2021-05-01,Alimentos,2198.18104478402
Chiapas,7,Rural,2021-05-01,Vivienda,3372.72953451288
Chiapas,7,Rural,2021-05-01,NANV,3453.12877576486
Chiapas,7,Rural,2021-06-01,Alimentos,2206.53445614153
Chiapas,7,Rural,2021-06-01,Vivienda,3396.11454798939
Chiapas,7,Rural,2021-06-01,NANV,3471.78790935043
Chiapas,7,Rural,2021-07-01,Alimentos,2215.27404546736
Chiapas,7,Rural,2021-07-01,Vivienda,3442.03478306642
Chiapas,7,Rural,2021-07-01,NANV,3500.75225070058
Chiapas,7,Rural,2021-08-01,Alimentos,2229.44153696776
Chiapas,7,Rural,2021-08-01,Vivienda,3452.92470858845
Chiapas,7,Rural,2021-08-01,NANV,3525.32620767765
Chiapas,7,Rural,2021-09-01,Alimentos,2239.68308768818
Chiapas,7,Rural,2021-09-01,Vivienda,3492.14102997706
Chiapas,7,Rural,2021-09-01,NANV,3549.25990026699
Chiapas,7,Rural,2021-10-01,Alimentos,2258.00569518058
Chiapas,7,Rural,2021-10-01,Vivienda,3582.21896883275
Chiapas,7,Rural,2021-10-01,NANV,3577.73642113124
Chiapas,7,Rural,2021-11-01,Alimentos,2313.91880731084
Chiapas,7,Rural,2021-11-01,Vivienda,3584.83129200711
Chiapas,7,Rural,2021-11-01,NANV,3598.22488153892
Chiapas,7,Rural,2021-12-01,Alimentos,2344.27816205848
Chiapas,7,Rural,2021-12-01,Vivienda,3500.35568477837
Chiapas,7,Rural,2021-12-01,NANV,3608.62155564461
Chiapas,7,Rural,2022-01-01,Alimentos,2366.58187572037
Chiapas,7,Rural,2022-01-01,Vivienda,3496.23262049112
Chiapas,7,Rural,2022-01-01,NANV,3632.09791652842
Chiapas,7,Rural,2022-02-01,Alimentos,2377.44934296668
Chiapas,7,Rural,2022-02-01,Vivienda,3489.81197076136
Chiapas,7,Rural,2022-02-01,NANV,3656.2755193607
