nom_ent,cve_ent,ambito,rural,date,canasta_alimentos,vivienda_mensual,NANV,alimentos_familiar,nanv_familiar,ingreso_digno_familiar,salario_digno
Aguascalientes,1,Rural,1,2019-12-01,2023.54933970416,3132.41122473512,2915.11001964087,8094.19735881663,11660.4400785635,24031.401095221,12015.7005476105
Aguascalientes,1,Rural,1,2020-01-01,2069.49185241013,3132.92939682169,2947.10939467344,8277.96740964053,11788.4375786938,24359.3011044138,12179.6505522069
Aguascalientes,1,Rural,1,2020-02-01,2105.99556381779,3132.22834046928,2955.81146223824,8423.98225527116,11823.2458489529,24548.4292669281,12274.214633464
Aguascalientes,1,Rural,1,2020-03-01,2138.7353229509,3136.8918892484,2959.41896493124,8554.94129180362,11837.675859725,24705.9844928158,12352.9922464079
Aguascalientes,1,Rural,1,2020-04-01,2134.08479617317,3140.42765172147,2921.74672306845,8536.33918469267,11686.9868922738,24531.9414151224,12265.9707075612
Aguascalientes,1,Rural,1,2020-05-01,2112.1021359131,3150.36436349921,2936.17673384046,8448.40854365242,11744.7069353618,24510.6538346391,12255.3269173196
Aguascalientes,1,Rural,1,2020-06-01,2119.99792798401,3160.7278052306,2961.26402356048,8479.99171193605,11845.0560942419,24660.064391979,12330.0321959895
Aguascalientes,1,Rural,1,2020-07-01,2145.03458337874,3171.97518758026,2991.00526713636,8580.13833351495,11964.0210685455,24901.9413191227,12450.9706595614
Aguascalientes,1,Rural,1,2020-08-01,2162.41019294863,3178.25421404105,2998.77103629229,8649.64077179453,11995.0841451692,25014.128087555,12507.0640437775
Aguascalientes,1,Rural,1,2020-09-01,2158.9306313965,3181.14988158364,3000.97409137198,8635.72252558601,12003.8963654879,25011.8072112905,12505.9036056452
Aguascalientes,1,Rural,1,2020-10-01,2150.14830151996,3192.73255175402,3006.09619443228,8600.59320607985,12024.3847777291,25008.5960623411,12504.2980311706
Aguascalientes,1,Rural,1,2020-11-01,2146.81185677424,3201.05378585011,2995.32876273027,8587.24742709697,11981.3150509211,24958.0970770615,12479.0485385308
Aguascalientes,1,Rural,1,2020-12-01,2148.92458593013,3203.24839704029,3008.62970777392,8595.69834372054,12034.5188310957,25025.1388504493,12512.5694252247
Aguascalientes,1,Rural,1,2021-01-01,2181.55079740786,3240.64822940622,3039.8304753401,8726.20318963144,12159.3219013604,25332.481986418,12666.240993209
Aguascalientes,1,Rural,1,2021-02-01,2192.14590594239,3261.40559357998,3059.65797105736,8768.58362376955,12238.6318842294,25482.0521566579,12741.026078329
Aguascalientes,1,Rural,1,2021-03-01,2217.62884333477,3289.87457763033,3082.40451475521,8870.51537333908,12329.6180590208,25714.5084104898,12857.2542052449
Aguascalientes,1,Rural,1,2021-04-01,2260.16068263169,3282.98593695005,3095.01700508646,9040.64273052677,12380.0680203459,25938.8815222138,12969.4407611069
Aguascalientes,1,Rural,1,2021-05-01,2281.33201724619,3277.74325466241,3106.77581157433,9125.32806898478,12427.1032462973,26071.6832984418,13035.8416492209
Aguascalientes,1,Rural,1,2021-06-01,2264.53515496708,3303.13368690432,3126.13515808715,9058.14061986831,12504.5406323486,26109.1056860773,13054.5528430387
Aguascalientes,1,Rural,1,2021-07-01,2300.57599865099,3336.32718115575,3152.87473911695,9202.30399460394,12611.4989564678,26407.6366388389,13203.8183194194
Aguascalientes,1,Rural,1,2021-08-01,2329.00507561346,3305.72454733717,3162.48556690212,9316.02030245384,12649.9422676085,26535.2714732695,13267.6357366347
Aguascalientes,1,Rural,1,2021-09-01,2317.61166059325,3330.50536535958,3177.60403238653,9270.446642373,12710.4161295461,26576.9365441426,13288.4682720713
Aguascalientes,1,Rural,1,2021-10-01,2320.25226042973,3381.43863339827,3194.65017106567,9281.00904171891,12778.6006842627,26713.1007773489,13356.5503886744
Aguascalientes,1,Rural,1,2021-11-01,2382.49592447355,3381.2862298434,3220.12299542464,9529.98369789418,12880.4919816986,27081.350004908,13540.675002454
Aguascalientes,1,Rural,1,2021-12-01,2404.88785423323,3338.1865045252,3231.19334720011,9619.55141693294,12924.7733888004,27176.6368757715,13588.3184378858
Aguascalientes,1,Rural,1,2022-01-01,2445.24186029996,3333.82776285582,3248.76271146068,9780.96744119984,12995.0508458427,27415.3383523933,13707.6691761966
Aguascalientes,1,Rural,1,2022-02-01,2468.56703573623,3356.17012400026,3266.6349957947,9874.26814294491,13066.5399831788,27611.8271626302,13805.9135813151
Aguascalientes,1,Rural,1,2022-03-01,2486.86343752348,3389.15025327487,3300.45189126802,9947.45375009391,13201.8075650721,27865.3321468629,13932.6660734314
