nom_ent,cve_ent,ambito,rural,date,canasta_alimentos,vivienda_mensual,NANV,alimentos_familiar,nanv_familiar,ingreso_digno_familiar,salario_digno
Ciudad de México,9,Rural,1,2020-05-01,1963.05379484026,5777.69298317177,5734.86234110634,7852.21517936105,22939.4493644254,38397.8254033061,19198.912701653
Ciudad de México,9,Rural,1,2020-06-01,1952.31750829777,5807.15194058378,5750.57075545855,7809.27003319107,23002.2830218342,38449.6402453895,19224.8201226948
Ciudad de México,9,Rural,1,2020-07-01,1953.7697280418,5834.08270388953,5783.11729889378,7815.07891216721,23132.4691955751,38620.7123522135,19310.3561761067
Ciudad de México,9,Rural,1,2020-08-01,1962.30661293699,5844.36036253887,5800.70857113067,7849.22645174794,23202.8342845227,38741.24215375,19370.621076875
Ciudad de México,9,Rural,1,2020-09-01,1978.51999263212,5837.43530911739,5817.60049615326,7914.0799705285,23270.401984613,38873.0131274719,19436.5065637359
Ciudad de México,9,Rural,1,2020-10-01,1976.04819911129,5866.8942665294,5839.71062731339,7904.19279644518,23358.8425092536,38986.4260508395,19493.2130254198
Ciudad de México,9,Rural,1,2020-11-01,1979.20187915797,5882.06343116693,5821.63519162043,7916.80751663186,23286.5407664817,38939.6822999945,19469.8411499973
Ciudad de México,9,Rural,1,2020-12-01,1990.94884891203,5906.35607888355,5845.19781314875,7963.79539564813,23380.791252595,39113.489863483,19556.7449317415
Ciudad de México,9,Rural,1,2021-01-01,2013.35916034916,5971.92424342184,5889.04150389208,8053.43664139664,23556.1660155683,39460.6032454061,19730.3016227031
Ciudad de México,9,Rural,1,2021-02-01,2025.51915702805,5995.83216594838,5918.41408689313,8102.07662811219,23673.6563475725,39660.1433987147,19830.0716993574
Ciudad de México,9,Rural,1,2021-03-01,2046.81842110672,6044.63730434738,5971.72586299943,8187.27368442688,23886.9034519977,40024.7551628106,20012.3775814053
Ciudad de México,9,Rural,1,2021-04-01,2068.12113096686,6056.50882449849,6002.60473230823,8272.48452386742,24010.4189292329,40256.3828914788,20128.1914457394
Ciudad de México,9,Rural,1,2021-05-01,2099.31023664057,6052.44172963191,6043.92001389213,8397.24094656227,24175.6800555685,40556.6308683508,20278.3154341754
Ciudad de México,9,Rural,1,2021-06-01,2098.41517982298,6077.61374921157,6068.77373796994,8393.66071929194,24275.0949518798,40683.6878914024,20341.8439457012
Ciudad de México,9,Rural,1,2021-07-01,2116.96419697291,6115.70154302971,6087.87129651458,8467.85678789165,24351.4851860583,40881.7956928286,20440.8978464143
Ciudad de México,9,Rural,1,2021-08-01,2134.36524301327,5968.84644190119,6080.98541625059,8537.46097205309,24323.9416650024,40771.7615329045,20385.8807664522
Ciudad de México,9,Rural,1,2021-09-01,2139.79717708735,6012.81503505344,6114.39269471882,8559.18870834939,24457.5707788753,40981.053248392,20490.526624196
Ciudad de México,9,Rural,1,2021-10-01,2131.72298955551,6075.7450840026,6136.66421369764,8526.89195822204,24546.6568547906,41106.758591866,20553.379295933
Ciudad de México,9,Rural,1,2021-11-01,2183.61568952744,6095.80575462832,6198.31436043611,8734.46275810976,24793.2574417444,41604.7022522067,20802.3511261033
Ciudad de México,9,Rural,1,2021-12-01,2210.35861950753,6035.67870349261,6224.51298300298,8841.43447803014,24898.0519320119,41763.9233692114,20881.9616846057
Ciudad de México,9,Rural,1,2022-01-01,2256.30225317618,6057.8828430345,6258.45822086684,9025.20901270473,25033.8328834673,42122.7709761669,21061.3854880835
Ciudad de México,9,Rural,1,2022-02-01,2277.69417297351,6108.28184293527,6301.76395221454,9110.77669189402,25207.0558088582,42447.4200608718,21223.7100304359
Ciudad de México,9,Rural,1,2022-03-01,2289.64044822584,6158.84572506036,6350.12650188111,9158.56179290335,25400.5060075244,42753.8092017625,21376.9046008813
Ciudad de México,9,Rural,1,2022-04-01,2312.19811273621,6160.32966507925,6387.08431236045,9248.79245094484,25548.3372494418,43005.3323337392,21502.6661668696
Ciudad de México,9,Rural,1,2022-05-01,2327.77653547056,6166.15550367192,6408.54889224583,9311.10614188222,25634.1955689833,43167.0300752644,21583.5150376322
Ciudad de México,9,Rural,1,2022-06-01,2375.87093027021,6183.35821574274,6475.41724512185,9503.48372108086,25901.6689804874,43667.9364631766,21833.9682315883
Ciudad de México,9,Rural,1,2022-07-01,2381.37387293957,6203.85857229998,6515.226240398,9525.49549175828,26060.904961592,43879.7719769328,21939.8859884664
Ciudad de México,9,Rural,1,2022-08-01,2384.2077212314,6221.00632362936,6545.45955843205,9536.83088492561,26181.8382337282,44036.6592143973,22018.3296071987
Ciudad de México,9,Rural,1,2022-09-01,2411.69532555096,6214.85072058804,6585.48373746645,9646.78130220383,26341.9349498658,44313.7453212906,22156.8726606453
Ciudad de México,9,Rural,1,2022-10-01,2423.10069775637,6181.10482534369,6603.34398940116,9692.4027910255,26413.3759576046,44401.2277526725,22200.6138763363
Ciudad de México,9,Rural,1,2022-11-01,2425.09090676143,6170.2225985385,6613.88799355538,9700.36362704572,26455.5519742215,44442.445109796,22221.222554898
Ciudad de México,9,Rural,1,2022-12-01,2442.47746410529,6156.86713836851,6640.78596333656,9769.90985642116,26563.1438533463,44614.4168905427,22307.2084452714
Ciudad de México,9,Rural,1,2023-01-01,2486.9298322505,6177.75222011583,6684.19928656339,9947.71932900201,26736.7971462536,45005.38213014,22502.69106507
Ciudad de México,9,Rural,1,2023-02-01,2509.06915646939,6207.04629530352,6718.68248382287,10036.2766258776,26874.7299352915,45273.9554992962,22636.9777496481
Ciudad de México,9,Rural,1,2023-03-01,2494.78819587897,6191.60232695879,6731.2169377409,9979.15278351588,26924.8677509636,45250.4040045102,22625.2020022551
Ciudad de México,9,Rural,1,2023-04-01,2514.34109956021,6179.3460816176,6757.03898873083,10057.3643982408,27028.1559549233,45428.1097565209,22714.0548782604
Ciudad de México,9,Rural,1,2023-05-01,2504.40340400538,6180.22545348064,6763.81727711569,10017.6136160215,27055.2691084628,45415.7635868632,22707.8817934316
Ciudad de México,9,Rural,1,2023-06-01,2515.86786359716,6160.38462582069,6772.53221932479,10063.4714543886,27090.1288772992,45479.6842053839,22739.842102692
Ciudad de México,9,Rural,1,2023-07-01,2554.32836108391,6163.90211327287,6805.88570185346,10217.3134443356,27223.5428074138,45784.9962832735,22892.4981416367
Ciudad de México,9,Rural,1,2023-08-01,2551.69873414624,6206.55164863055,6838.48604122825,10206.794936585,27353.944164913,45955.655287635,22977.8276438175
Ciudad de México,9,Rural,1,2023-09-01,2549.26101575156,6232.27327562462,6864.52327597644,10197.0440630062,27458.0931039058,46081.7809646634,23040.8904823317
Ciudad de México,9,Rural,1,2023-10-01,2513.68046913541,6266.4588568005,6856.50768098165,10054.7218765416,27426.0307239266,45934.5720301321,22967.2860150661
Ciudad de México,9,Rural,1,2023-11-01,2527.11948469219,6278.55021991737,6879.53234311434,10108.4779387688,27518.1293724574,46100.4154077007,23050.2077038503
Ciudad de México,9,Rural,1,2023-12-01,2552.08637223786,6295.47812828098,6944.78681780349,10208.3454889514,27779.1472712139,46497.1194328687,23248.5597164343
Ciudad de México,9,Rural,1,2024-01-01,2589.37077500898,6337.19333103418,7007.35149551452,10357.4831000359,28029.4059820581,46960.2865337846,23480.1432668923
Ciudad de México,9,Rural,1,2024-02-01,2566.72253487489,6402.70653483104,6988.03875321163,10266.8901394996,27952.1550128465,46852.839271536,23426.419635768
Ciudad de México,9,Rural,1,2024-03-01,2598.80096715641,6413.58876163622,7010.20268031132,10395.2038686256,28040.8107212453,47092.0835190825,23546.0417595412
Ciudad de México,9,Rural,1,2024-04-01,2635.61684728154,6422.98704842252,7053.56220759859,10542.4673891262,28214.2488303944,47438.6884313402,23719.3442156701
Ciudad de México,9,Rural,1,2024-05-01,2627.81601693828,6428.70296553231,7063.46066047806,10511.2640677531,28253.8426419123,47453.5001589575,23726.7500794788
Ciudad de México,9,Rural,1,2024-06-01,2677.04878414325,6452.39104509309,7104.93732988065,10708.195136573,28419.7493195226,47859.3522762481,23929.6761381241
Ciudad de México,9,Rural,1,2024-07-01,2722.12952558696,6511.80360659007,7173.68854064135,10888.5181023478,28694.7541625654,48399.8296650785,24199.9148325392
Ciudad de México,9,Rural,1,2024-08-01,2685.87356834991,6526.36820307175,7162.33759739369,10743.4942733996,28649.3503895748,48215.1735093485,24107.5867546742
Ciudad de México,9,Rural,1,2024-09-01,2666.73189870925,6544.61516922994,7162.55278115194,10666.927594837,28650.2111246078,48154.8415831084,24077.4207915542
