nom_ent,cve_ent,ambito,clave_enigh,nombre_enigh,codigo,serie_api,es_comida_fuera
Chiapas,7,Urbano,011743,Cebolla,061,897617,FALSE
Chiapas,7,Urbano,011746,Nopal,072,897624,FALSE
Chiapas,7,Urbano,011748,Zanahoria,078,897628,FALSE
Chiapas,7,Urbano,011751,Papa,073,897625,FALSE
Chiapas,7,Urbano,011761,Frijol en grano,068,897634,FALSE
Chiapas,7,Urbano,011797,Frijol procesado,069,897639,FALSE
Chiapas,7,Urbano,011810,Azúcar,082,897646,FALSE
Chiapas,7,Urbano,011911,Alimentos preparados para consumo inmediato,269,897672,FALSE
Chiapas,7,Urbano,011942,Cilantro,087,897631,FALSE
Chiapas,7,Urbano,012100,Jugos de frutas o verduras envasados,095,897643,FALSE
Chiapas,7,Urbano,012201,Café soluble,096,897648,FALSE
Chiapas,7,Urbano,012501,Agua natural embotellada,099,897652,FALSE
Chiapas,7,Urbano,012601,Refrescos sabor cola,100,897653,FALSE
Chiapas,7,Urbano,012602,Refrescos de otros sabores,100,897653,FALSE
Chiapas,7,Urbano,111111,Desayunos,25,897667,TRUE
Chiapas,7,Urbano,111112,Comidas,25,897667,TRUE
Chiapas,7,Urbano,111113,Cenas,25,897667,TRUE
Chiapas,7,Urbano,111124,Otros alimentos cocinados,269,897672,FALSE
Chiapas,7,Urbano,111126,Pollos rostizados,267,897671,FALSE
Chiapas,7,Urbano,181124,"Pierna, muslo o pechuga de pollo con hueso",022,897556,FALSE
Chiapas,7,Urbano,181125,"Pierna, muslo o pechuga de pollo sin hueso",022,897556,FALSE
Chiapas,7,Urbano,181126,"Chorizo de pollo, jamón de pollo, pavo y otras aves; nuggets de pollo y otras aves, salchicha, mortadela, tocino de pollo, pavo y otras aves, etcétera",019,897564,FALSE
Chiapas,7,Urbano,181134,Plátano verde y Tabasco,055,897611,FALSE
Chihuahua,8,Urbano,011111,Arroz en grano,001,897982,FALSE
Chihuahua,8,Urbano,011131,Tortillas de maíz,014,897968,FALSE
Chihuahua,8,Urbano,011132,Tortillas de harina de trigo,015,897980,FALSE
Chihuahua,8,Urbano,011133,Pan,008,897971,FALSE
Chihuahua,8,Urbano,011134,Pan de caja,009,897972,FALSE
Chihuahua,8,Urbano,011135,Galletas dulces,004,897977,FALSE
Chihuahua,8,Urbano,011137,Pan dulce a granel,010,897973,FALSE
Chihuahua,8,Urbano,011150,"Spaghetti, pastas italianas y pastas para sopa",011,897979,FALSE
Chihuahua,8,Urbano,011192,Tostadas,016,897969,FALSE
Chihuahua,8,Urbano,011221,Bistec de res,018,897991,FALSE
Chihuahua,8,Urbano,011224,Molida de res,018,897991,FALSE
Chihuahua,8,Urbano,01122F,"Pollo entero o en piezas (excepto pierna, muslo y pechuga)",022,897986,FALSE
Chihuahua,8,Urbano,011231,Jamón de puerco,021,897996,FALSE
Chihuahua,8,Urbano,011252,Chorizo de puerco,020,897995,FALSE
Chihuahua,8,Urbano,011411,Leche entera fresca,034,898008,FALSE
Chihuahua,8,Urbano,011433,Crema,030,898015,FALSE
Chihuahua,8,Urbano,011451,Queso fresco,037,898017,FALSE
Chihuahua,8,Urbano,011454,Queso Oaxaca o asadero,039,898019,FALSE
Chihuahua,8,Urbano,011460,Yogurt y bebidas fermentadas a base de leche,041,898021,FALSE
Chihuahua,8,Urbano,011481,Huevo de gallina,031,898025,FALSE
Chihuahua,8,Urbano,011512,Otros aceites vegetales comestibles,042,898028,FALSE
Chihuahua,8,Urbano,011592,Chicharrón,019,897994,FALSE
Chihuahua,8,Urbano,011611,Aguacate,045,898031,FALSE
Chihuahua,8,Urbano,011616,"Otros plátanos: Chiapas, dominico, guineo, manzano, dorado, portalimón y Roatán",055,898041,FALSE
Chihuahua,8,Urbano,011621,Limón,048,898034,FALSE
Chihuahua,8,Urbano,011633,Manzana y perón,049,898035,FALSE
Chihuahua,8,Urbano,011712,Lechuga,071,898053,FALSE
Chihuahua,8,Urbano,011721,Calabaza,060,898046,FALSE
Chihuahua,8,Urbano,011722,Chayote,062,898048,FALSE
Chihuahua,8,Urbano,011725,Chile serrano,065,898050,FALSE
Chihuahua,8,Urbano,011727,Jitomate (tomate rojo),070,898052,FALSE
Chihuahua,8,Urbano,011728,Pepino,075,898056,FALSE
Chihuahua,8,Urbano,011729,Tomate verde,076,898057,FALSE
Chihuahua,8,Urbano,011743,Cebolla,061,898047,FALSE
Chihuahua,8,Urbano,011746,Nopal,072,898054,FALSE
Chihuahua,8,Urbano,011748,Zanahoria,078,898058,FALSE
Chihuahua,8,Urbano,011751,Papa,073,898055,FALSE
Chihuahua,8,Urbano,011761,Frijol en grano,068,898064,FALSE
Chihuahua,8,Urbano,011797,Frijol procesado,069,898069,FALSE
Chihuahua,8,Urbano,011810,Azúcar,082,898076,FALSE
Chihuahua,8,Urbano,011911,Alimentos preparados para consumo inmediato,269,898102,FALSE
Chihuahua,8,Urbano,011942,Cilantro,087,898061,FALSE
Chihuahua,8,Urbano,012100,Jugos de frutas o verduras envasados,095,898073,FALSE
Chihuahua,8,Urbano,012201,Café soluble,096,898078,FALSE
Chihuahua,8,Urbano,012501,Agua natural embotellada,099,898082,FALSE
Chihuahua,8,Urbano,012601,Refrescos sabor cola,100,898083,FALSE
Chihuahua,8,Urbano,012602,Refrescos de otros sabores,100,898083,FALSE
Chihuahua,8,Urbano,111111,Desayunos,25,898097,TRUE
Chihuahua,8,Urbano,111112,Comidas,25,898097,TRUE
Chihuahua,8,Urbano,111113,Cenas,25,898097,TRUE
Chihuahua,8,Urbano,111124,Otros alimentos cocinados,269,898102,FALSE
Chihuahua,8,Urbano,111126,Pollos rostizados,267,898101,FALSE
Chihuahua,8,Urbano,181124,"Pierna, muslo o pechuga de pollo con hueso",022,897986,FALSE
Chihuahua,8,Urbano,181125,"Pierna, muslo o pechuga de pollo sin hueso",022,897986,FALSE
Chihuahua,8,Urbano,181126,"Chorizo de pollo, jamón de pollo, pavo y otras aves; nuggets de pollo y otras aves, salchicha, mortadela, tocino de pollo, pavo y otras aves, etcétera",019,897994,FALSE
Chihuahua,8,Urbano,181134,Plátano verde y Tabasco,055,898041,FALSE
Ciudad de México,9,Urbano,011111,Arroz en grano,001,898412,FALSE
Ciudad de México,9,Urbano,011131,Tortillas de maíz,014,898398,FALSE
Ciudad de México,9,Urbano,011132,Tortillas de harina de trigo,015,898410,FALSE
Ciudad de México,9,Urbano,011133,Pan,008,898401,FALSE
Ciudad de México,9,Urbano,011134,Pan de caja,009,898402,FALSE
Ciudad de México,9,Urbano,011135,Galletas dulces,004,898407,FALSE
Ciudad de México,9,Urbano,011137,Pan dulce a granel,010,898403,FALSE
Ciudad de México,9,Urbano,011150,"Spaghetti, pastas italianas y pastas para sopa",011,898409,FALSE
Ciudad de México,9,Urbano,011192,Tostadas,016,898399,FALSE
Ciudad de México,9,Urbano,011221,Bistec de res,018,898421,FALSE
Ciudad de México,9,Urbano,011224,Molida de res,018,898421,FALSE
Ciudad de México,9,Urbano,01122F,"Pollo entero o en piezas (excepto pierna, muslo y pechuga)",022,898416,FALSE
Ciudad de México,9,Urbano,011231,Jamón de puerco,021,898426,FALSE
Ciudad de México,9,Urbano,011252,Chorizo de puerco,020,898425,FALSE
Ciudad de México,9,Urbano,011411,Leche entera fresca,034,898438,FALSE
Ciudad de México,9,Urbano,011433,Crema,030,898445,FALSE
Ciudad de México,9,Urbano,011451,Queso fresco,037,898447,FALSE
Ciudad de México,9,Urbano,011454,Queso Oaxaca o asadero,039,898449,FALSE
Ciudad de México,9,Urbano,011460,Yogurt y bebidas fermentadas a base de leche,041,898451,FALSE
Ciudad de México,9,Urbano,011481,Huevo de gallina,031,898455,FALSE
Ciudad de México,9,Urbano,011512,Otros aceites vegetales comestibles,042,898458,FALSE
Ciudad de México,9,Urbano,011592,Chicharrón,019,898424,FALSE
Ciudad de México,9,Urbano,011611,Aguacate,045,898461,FALSE
Ciudad de México,9,Urbano,011616,"Otros plátanos: Chiapas, dominico, guineo, manzano, dorado, portalimón y Roatán",055,898471,FALSE
Ciudad de México,9,Urbano,011621,Limón,048,898464,FALSE
Ciudad de México,9,Urbano,011633,Manzana y perón,049,898465,FALSE
Ciudad de México,9,Urbano,011712,Lechuga,071,898483,FALSE
Ciudad de México,9,Urbano,011721,Calabaza,060,898476,FALSE
Ciudad de México,9,Urbano,011722,Chayote,062,898478,FALSE
Ciudad de México,9,Urbano,011725,Chile serrano,065,898480,FALSE
Ciudad de México,9,Urbano,011727,Jitomate (tomate rojo),070,898482,FALSE
Ciudad de México,9,Urbano,011728,Pepino,075,898486,FALSE
Ciudad de México,9,Urbano,011729,Tomate verde,076,898487,FALSE
Ciudad de México,9,Urbano,011743,Cebolla,061,898477,FALSE
Ciudad de México,9,Urbano,011746,Nopal,072,898484,FALSE
Ciudad de México,9,Urbano,011748,Zanahoria,078,898488,FALSE
Ciudad de México,9,Urbano,011751,Papa,073,898485,FALSE
Ciudad de México,9,Urbano,011761,Frijol en grano,068,898494,FALSE
Ciudad de México,9,Urbano,011797,Frijol procesado,069,898499,FALSE
Ciudad de México,9,Urbano,011810,Azúcar,082,898506,FALSE
Ciudad de México,9,Urbano,011911,Alimentos preparados para consumo inmediato,269,898532,FALSE
Ciudad de México,9,Urbano,011942,Cilantro,087,898491,FALSE
Ciudad de México,9,Urbano,012100,Jugos de frutas o verduras envasados,095,898503,FALSE
Ciudad de México,9,Urbano,012201,Café soluble,096,898508,FALSE
Ciudad de México,9,Urbano,012501,Agua natural embotellada,099,898512,FALSE
Ciudad de México,9,Urbano,012601,Refrescos sabor cola,100,898513,FALSE
Ciudad de México,9,Urbano,012602,Refrescos de otros sabores,100,898513,FALSE
Ciudad de México,9,Urbano,111111,Desayunos,25,898527,TRUE
Ciudad de México,9,Urbano,111112,Comidas,25,898527,TRUE
Ciudad de México,9,Urbano,111113,Cenas,25,898527,TRUE
Ciudad de México,9,Urbano,111124,Otros alimentos cocinados,269,898532,FALSE
Ciudad de México,9,Urbano,111126,Pollos rostizados,267,898531,FALSE
Ciudad de México,9,Urbano,181124,"Pierna, muslo o pechuga de pollo con hueso",022,898416,FALSE
Ciudad de México,9,Urbano,181125,"Pierna, muslo o pechuga de pollo sin hueso",022,898416,FALSE
Ciudad de México,9,Urbano,181126,"Chorizo de pollo, jamón de pollo, pavo y otras aves; nuggets de pollo y otras aves, salchicha, mortadela, tocino de pollo, pavo y otras aves, etcétera",019,898424,FALSE
Ciudad de México,9,Urbano,181134,Plátano verde y Tabasco,055,898471,FALSE
Durango,10,Urbano,011111,Arroz en grano,001,898842,FALSE
Durango,10,Urbano,011131,Tortillas de maíz,014,898828,FALSE
Durango,10,Urbano,011132,Tortillas de harina de trigo,015,898840,FALSE
Durango,10,Urbano,011133,Pan,008,898831,FALSE
Durango,10,Urbano,011134,Pan de caja,009,898832,FALSE
Durango,10,Urbano,011135,Galletas dulces,004,898837,FALSE
Durango,10,Urbano,011137,Pan dulce a granel,010,898833,FALSE
Durango,10,Urbano,011150,"Spaghetti, pastas italianas y pastas para sopa",011,898839,FALSE
Durango,10,Urbano,011192,Tostadas,016,898829,FALSE
Durango,10,Urbano,011221,Bistec de res,018,898851,FALSE
Durango,10,Urbano,011224,Molida de res,018,898851,FALSE
Durango,10,Urbano,01122F,"Pollo entero o en piezas (excepto pierna, muslo y pechuga)",022,898846,FALSE
Durango,10,Urbano,011231,Jamón de puerco,021,898856,FALSE
Durango,10,Urbano,011252,Chorizo de puerco,020,898855,FALSE
Durango,10,Urbano,011411,Leche entera fresca,034,898868,FALSE
Durango,10,Urbano,011433,Crema,030,898875,FALSE
Durango,10,Urbano,011451,Queso fresco,037,898877,FALSE
Durango,10,Urbano,011454,Queso Oaxaca o asadero,039,898879,FALSE
Durango,10,Urbano,011460,Yogurt y bebidas fermentadas a base de leche,041,898881,FALSE
Durango,10,Urbano,011481,Huevo de gallina,031,898885,FALSE
Durango,10,Urbano,011512,Otros aceites vegetales comestibles,042,898888,FALSE
Durango,10,Urbano,011592,Chicharrón,019,898854,FALSE
Durango,10,Urbano,011611,Aguacate,045,898891,FALSE
Durango,10,Urbano,011616,"Otros plátanos: Chiapas, dominico, guineo, manzano, dorado, portalimón y Roatán",055,898901,FALSE
Durango,10,Urbano,011621,Limón,048,898894,FALSE
Durango,10,Urbano,011633,Manzana y perón,049,898895,FALSE
Durango,10,Urbano,011712,Lechuga,071,898913,FALSE
Durango,10,Urbano,011721,Calabaza,060,898906,FALSE
Durango,10,Urbano,011722,Chayote,062,898908,FALSE
Durango,10,Urbano,011725,Chile serrano,065,898910,FALSE
Durango,10,Urbano,011727,Jitomate (tomate rojo),070,898912,FALSE
Durango,10,Urbano,011728,Pepino,075,898916,FALSE
Durango,10,Urbano,011729,Tomate verde,076,898917,FALSE
Durango,10,Urbano,011743,Cebolla,061,898907,FALSE
Durango,10,Urbano,011746,Nopal,072,898914,FALSE
Durango,10,Urbano,011748,Zanahoria,078,898918,FALSE
Durango,10,Urbano,011751,Papa,073,898915,FALSE
Durango,10,Urbano,011761,Frijol en grano,068,898924,FALSE
Durango,10,Urbano,011797,Frijol procesado,069,898929,FALSE
Durango,10,Urbano,011810,Azúcar,082,898936,FALSE
Durango,10,Urbano,011911,Alimentos preparados para consumo inmediato,269,898962,FALSE
Durango,10,Urbano,011942,Cilantro,087,898921,FALSE
Durango,10,Urbano,012100,Jugos de frutas o verduras envasados,095,898933,FALSE
Durango,10,Urbano,012201,Café soluble,096,898938,FALSE
Durango,10,Urbano,012501,Agua natural embotellada,099,898942,FALSE
Durango,10,Urbano,012601,Refrescos sabor cola,100,898943,FALSE
Durango,10,Urbano,012602,Refrescos de otros sabores,100,898943,FALSE
Durango,10,Urbano,111111,Desayunos,25,898957,TRUE
Durango,10,Urbano,111112,Comidas,25,898957,TRUE
Durango,10,Urbano,111113,Cenas,25,898957,TRUE
Durango,10,Urbano,111124,Otros alimentos cocinados,269,898962,FALSE
Durango,10,Urbano,111126,Pollos rostizados,267,898961,FALSE
Durango,10,Urbano,181124,"Pierna, muslo o pechuga de pollo con hueso",022,898846,FALSE
Durango,10,Urbano,181125,"Pierna, muslo o pechuga de pollo sin hueso",022,898846,FALSE
Durango,10,Urbano,181126,"Chorizo de pollo, jamón de pollo, pavo y otras aves; nuggets de pollo y otras aves, salchicha, mortadela, tocino de pollo, pavo y otras aves, etcétera",019,898854,FALSE
Durango,10,Urbano,181134,Plátano verde y Tabasco,055,898901,FALSE
Guanajuato,11,Urbano,011111,Arroz en grano,001,899272,FALSE
Guanajuato,11,Urbano,011131,Tortillas de maíz,014,899258,FALSE
Guanajuato,11,Urbano,011132,Tortillas de harina de trigo,015,899270,FALSE
Guanajuato,11,Urbano,011133,Pan,008,899261,FALSE
Guanajuato,11,Urbano,011134,Pan de caja,009,899262,FALSE
Guanajuato,11,Urbano,011135,Galletas dulces,004,899267,FALSE
Guanajuato,11,Urbano,011137,Pan dulce a granel,010,899263,FALSE
Guanajuato,11,Urbano,011150,"Spaghetti, pastas italianas y pastas para sopa",011,899269,FALSE
Guanajuato,11,Urbano,011192,Tostadas,016,899259,FALSE
Guanajuato,11,Urbano,011221,Bistec de res,018,899281,FALSE
Guanajuato,11,Urbano,011224,Molida de res,018,899281,FALSE
Guanajuato,11,Urbano,01122F,"Pollo entero o en piezas (excepto pierna, muslo y pechuga)",022,899276,FALSE
Guanajuato,11,Urbano,011231,Jamón de puerco,021,899286,FALSE
Guanajuato,11,Urbano,011252,Chorizo de puerco,020,899285,FALSE
Guanajuato,11,Urbano,011411,Leche entera fresca,034,899298,FALSE
Guanajuato,11,Urbano,011433,Crema,030,899305,FALSE
Guanajuato,11,Urbano,011451,Queso fresco,037,899307,FALSE
Guanajuato,11,Urbano,011454,Queso Oaxaca o asadero,039,899309,FALSE
Guanajuato,11,Urbano,011460,Yogurt y bebidas fermentadas a base de leche,041,899311,FALSE
Guanajuato,11,Urbano,011481,Huevo de gallina,031,899315,FALSE
Guanajuato,11,Urbano,011512,Otros aceites vegetales comestibles,042,899318,FALSE
Guanajuato,11,Urbano,011592,Chicharrón,019,899284,FALSE
Guanajuato,11,Urbano,011611,Aguacate,045,899321,FALSE
Guanajuato,11,Urbano,011616,"Otros plátanos: Chiapas, dominico, guineo, manzano, dorado, portalimón y Roatán",055,899331,FALSE
Guanajuato,11,Urbano,011621,Limón,048,899324,FALSE
Guanajuato,11,Urbano,011633,Manzana y perón,049,899325,FALSE
Guanajuato,11,Urbano,011712,Lechuga,071,899343,FALSE
Guanajuato,11,Urbano,011721,Calabaza,060,899336,FALSE
Guanajuato,11,Urbano,011722,Chayote,062,899338,FALSE
Guanajuato,11,Urbano,011725,Chile serrano,065,899340,FALSE
Guanajuato,11,Urbano,011727,Jitomate (tomate rojo),070,899342,FALSE
Guanajuato,11,Urbano,011728,Pepino,075,899346,FALSE
Guanajuato,11,Urbano,011729,Tomate verde,076,899347,FALSE
Guanajuato,11,Urbano,011743,Cebolla,061,899337,FALSE
Guanajuato,11,Urbano,011746,Nopal,072,899344,FALSE
Guanajuato,11,Urbano,011748,Zanahoria,078,899348,FALSE
Guanajuato,11,Urbano,011751,Papa,073,899345,FALSE
Guanajuato,11,Urbano,011761,Frijol en grano,068,899354,FALSE
Guanajuato,11,Urbano,011797,Frijol procesado,069,899359,FALSE
Guanajuato,11,Urbano,011810,Azúcar,082,899366,FALSE
Guanajuato,11,Urbano,011911,Alimentos preparados para consumo inmediato,269,899392,FALSE
Guanajuato,11,Urbano,011942,Cilantro,087,899351,FALSE
Guanajuato,11,Urbano,012100,Jugos de frutas o verduras envasados,095,899363,FALSE
Guanajuato,11,Urbano,012201,Café soluble,096,899368,FALSE
Guanajuato,11,Urbano,012501,Agua natural embotellada,099,899372,FALSE
Guanajuato,11,Urbano,012601,Refrescos sabor cola,100,899373,FALSE
Guanajuato,11,Urbano,012602,Refrescos de otros sabores,100,899373,FALSE
Guanajuato,11,Urbano,111111,Desayunos,25,899387,TRUE
Guanajuato,11,Urbano,111112,Comidas,25,899387,TRUE
Guanajuato,11,Urbano,111113,Cenas,25,899387,TRUE
Guanajuato,11,Urbano,111124,Otros alimentos cocinados,269,899392,FALSE
Guanajuato,11,Urbano,111126,Pollos rostizados,267,899391,FALSE
Guanajuato,11,Urbano,181124,"Pierna, muslo o pechuga de pollo con hueso",022,899276,FALSE
Guanajuato,11,Urbano,181125,"Pierna, muslo o pechuga de pollo sin hueso",022,899276,FALSE
Guanajuato,11,Urbano,181126,"Chorizo de pollo, jamón de pollo, pavo y otras aves; nuggets de pollo y otras aves, salchicha, mortadela, tocino de pollo, pavo y otras aves, etcétera",019,899284,FALSE
Guanajuato,11,Urbano,181134,Plátano verde y Tabasco,055,899331,FALSE
Guerrero,12,Urbano,011111,Arroz en grano,001,899702,FALSE
Guerrero,12,Urbano,011131,Tortillas de maíz,014,899688,FALSE
Guerrero,12,Urbano,011132,Tortillas de harina de trigo,015,899700,FALSE
Guerrero,12,Urbano,011133,Pan,008,899691,FALSE
Guerrero,12,Urbano,011134,Pan de caja,009,899692,FALSE
Guerrero,12,Urbano,011135,Galletas dulces,004,899697,FALSE
Guerrero,12,Urbano,011137,Pan dulce a granel,010,899693,FALSE
Guerrero,12,Urbano,011150,"Spaghetti, pastas italianas y pastas para sopa",011,899699,FALSE
Guerrero,12,Urbano,011192,Tostadas,016,899689,FALSE
Guerrero,12,Urbano,011221,Bistec de res,018,899711,FALSE
Guerrero,12,Urbano,011224,Molida de res,018,899711,FALSE
Guerrero,12,Urbano,01122F,"Pollo entero o en piezas (excepto pierna, muslo y pechuga)",022,899706,FALSE
Guerrero,12,Urbano,011231,Jamón de puerco,021,899716,FALSE
Guerrero,12,Urbano,011252,Chorizo de puerco,020,899715,FALSE
Guerrero,12,Urbano,011411,Leche entera fresca,034,899728,FALSE
Guerrero,12,Urbano,011433,Crema,030,899735,FALSE
Guerrero,12,Urbano,011451,Queso fresco,037,899737,FALSE
Guerrero,12,Urbano,011454,Queso Oaxaca o asadero,039,899739,FALSE
Guerrero,12,Urbano,011460,Yogurt y bebidas fermentadas a base de leche,041,899741,FALSE
Guerrero,12,Urbano,011481,Huevo de gallina,031,899745,FALSE
Guerrero,12,Urbano,011512,Otros aceites vegetales comestibles,042,899748,FALSE
Guerrero,12,Urbano,011592,Chicharrón,019,899714,FALSE
Guerrero,12,Urbano,011611,Aguacate,045,899751,FALSE
Guerrero,12,Urbano,011616,"Otros plátanos: Chiapas, dominico, guineo, manzano, dorado, portalimón y Roatán",055,899761,FALSE
Guerrero,12,Urbano,011621,Limón,048,899754,FALSE
Guerrero,12,Urbano,011633,Manzana y perón,049,899755,FALSE
Guerrero,12,Urbano,011712,Lechuga,071,899773,FALSE
Guerrero,12,Urbano,011721,Calabaza,060,899766,FALSE
Guerrero,12,Urbano,011722,Chayote,062,899768,FALSE
Guerrero,12,Urbano,011725,Chile serrano,065,899770,FALSE
Guerrero,12,Urbano,011727,Jitomate (tomate rojo),070,899772,FALSE
Guerrero,12,Urbano,011728,Pepino,075,899776,FALSE
Guerrero,12,Urbano,011729,Tomate verde,076,899777,FALSE
Guerrero,12,Urbano,011743,Cebolla,061,899767,FALSE
Guerrero,12,Urbano,011746,Nopal,072,899774,FALSE
Guerrero,12,Urbano,011748,Zanahoria,078,899778,FALSE
Guerrero,12,Urbano,011751,Papa,073,899775,FALSE
Guerrero,12,Urbano,011761,Frijol en grano,068,899784,FALSE
Guerrero,12,Urbano,011797,Frijol procesado,069,899789,FALSE
Guerrero,12,Urbano,011810,Azúcar,082,899796,FALSE
Guerrero,12,Urbano,011911,Alimentos preparados para consumo inmediato,269,899822,FALSE
Guerrero,12,Urbano,011942,Cilantro,087,899781,FALSE
Guerrero,12,Urbano,012100,Jugos de frutas o verduras envasados,095,899793,FALSE
Guerrero,12,Urbano,012201,Café soluble,096,899798,FALSE
Guerrero,12,Urbano,012501,Agua natural embotellada,099,899802,FALSE
Guerrero,12,Urbano,012601,Refrescos sabor cola,100,899803,FALSE
Guerrero,12,Urbano,012602,Refrescos de otros sabores,100,899803,FALSE
Guerrero,12,Urbano,111111,Desayunos,25,899817,TRUE
Guerrero,12,Urbano,111112,Comidas,25,899817,TRUE
Guerrero,12,Urbano,111113,Cenas,25,899817,TRUE
Guerrero,12,Urbano,111124,Otros alimentos cocinados,269,899822,FALSE
Guerrero,12,Urbano,111126,Pollos rostizados,267,899821,FALSE
Guerrero,12,Urbano,181124,"Pierna, muslo o pechuga de pollo con hueso",022,899706,FALSE
Guerrero,12,Urbano,181125,"Pierna, muslo o pechuga de pollo sin hueso",022,899706,FALSE
Guerrero,12,Urbano,181126,"Chorizo de pollo, jamón de pollo, pavo y otras aves; nuggets de pollo y otras aves, salchicha, mortadela, tocino de pollo, pavo y otras aves, etcétera",019,899714,FALSE
Guerrero,12,Urbano,181134,Plátano verde y Tabasco,055,899761,FALSE
Hidalgo,13,Urbano,011111,Arroz en grano,001,900132,FALSE
Hidalgo,13,Urbano,011131,Tortillas de maíz,014,900118,FALSE
Hidalgo,13,Urbano,011132,Tortillas de harina de trigo,015,900130,FALSE
Hidalgo,13,Urbano,011133,Pan,008,900121,FALSE
Hidalgo,13,Urbano,011134,Pan de caja,009,900122,FALSE
Hidalgo,13,Urbano,011135,Galletas dulces,004,900127,FALSE
Hidalgo,13,Urbano,011137,Pan dulce a granel,010,900123,FALSE
Hidalgo,13,Urbano,011150,"Spaghetti, pastas italianas y pastas para sopa",011,900129,FALSE
Hidalgo,13,Urbano,011192,Tostadas,016,900119,FALSE
Hidalgo,13,Urbano,011221,Bistec de res,018,900141,FALSE
Hidalgo,13,Urbano,011224,Molida de res,018,900141,FALSE
Hidalgo,13,Urbano,01122F,"Pollo entero o en piezas (excepto pierna, muslo y pechuga)",022,900136,FALSE
Hidalgo,13,Urbano,011231,Jamón de puerco,021,900146,FALSE
Hidalgo,13,Urbano,011252,Chorizo de puerco,020,900145,FALSE
Hidalgo,13,Urbano,011411,Leche entera fresca,034,900158,FALSE
Hidalgo,13,Urbano,011433,Crema,030,900165,FALSE
Hidalgo,13,Urbano,011451,Queso fresco,037,900167,FALSE
Hidalgo,13,Urbano,011454,Queso Oaxaca o asadero,039,900169,FALSE
Hidalgo,13,Urbano,011460,Yogurt y bebidas fermentadas a base de leche,041,900171,FALSE
Hidalgo,13,Urbano,011481,Huevo de gallina,031,900175,FALSE
Hidalgo,13,Urbano,011512,Otros aceites vegetales comestibles,042,900178,FALSE
Hidalgo,13,Urbano,011592,Chicharrón,019,900144,FALSE
Hidalgo,13,Urbano,011611,Aguacate,045,900181,FALSE
Hidalgo,13,Urbano,011616,"Otros plátanos: Chiapas, dominico, guineo, manzano, dorado, portalimón y Roatán",055,900191,FALSE
Hidalgo,13,Urbano,011621,Limón,048,900184,FALSE
Hidalgo,13,Urbano,011633,Manzana y perón,049,900185,FALSE
Hidalgo,13,Urbano,011712,Lechuga,071,900203,FALSE
Hidalgo,13,Urbano,011721,Calabaza,060,900196,FALSE
Hidalgo,13,Urbano,011722,Chayote,062,900198,FALSE
Hidalgo,13,Urbano,011725,Chile serrano,065,900200,FALSE
Hidalgo,13,Urbano,011727,Jitomate (tomate rojo),070,900202,FALSE
Hidalgo,13,Urbano,011728,Pepino,075,900206,FALSE
Hidalgo,13,Urbano,011729,Tomate verde,076,900207,FALSE
Hidalgo,13,Urbano,011743,Cebolla,061,900197,FALSE
Hidalgo,13,Urbano,011746,Nopal,072,900204,FALSE
Hidalgo,13,Urbano,011748,Zanahoria,078,900208,FALSE
Hidalgo,13,Urbano,011751,Papa,073,900205,FALSE
Hidalgo,13,Urbano,011761,Frijol en grano,068,900214,FALSE
Hidalgo,13,Urbano,011797,Frijol procesado,069,900219,FALSE
Hidalgo,13,Urbano,011810,Azúcar,082,900226,FALSE
Hidalgo,13,Urbano,011911,Alimentos preparados para consumo inmediato,269,900252,FALSE
Hidalgo,13,Urbano,011942,Cilantro,087,900211,FALSE
Hidalgo,13,Urbano,012100,Jugos de frutas o verduras envasados,095,900223,FALSE
Hidalgo,13,Urbano,012201,Café soluble,096,900228,FALSE
Hidalgo,13,Urbano,012501,Agua natural embotellada,099,900232,FALSE
Hidalgo,13,Urbano,012601,Refrescos sabor cola,100,900233,FALSE
Hidalgo,13,Urbano,012602,Refrescos de otros sabores,100,900233,FALSE
Hidalgo,13,Urbano,111111,Desayunos,25,900247,TRUE
Hidalgo,13,Urbano,111112,Comidas,25,900247,TRUE
Hidalgo,13,Urbano,111113,Cenas,25,900247,TRUE
Hidalgo,13,Urbano,111124,Otros alimentos cocinados,269,900252,FALSE
Hidalgo,13,Urbano,111126,Pollos rostizados,267,900251,FALSE
Hidalgo,13,Urbano,181124,"Pierna, muslo o pechuga de pollo con hueso",022,900136,FALSE
Hidalgo,13,Urbano,181125,"Pierna, muslo o pechuga de pollo sin hueso",022,900136,FALSE
Hidalgo,13,Urbano,181126,"Chorizo de pollo, jamón de pollo, pavo y otras aves; nuggets de pollo y otras aves, salchicha, mortadela, tocino de pollo, pavo y otras aves, etcétera",019,900144,FALSE
Hidalgo,13,Urbano,181134,Plátano verde y Tabasco,055,900191,FALSE
Jalisco,14,Urbano,011111,Arroz en grano,001,900562,FALSE
Jalisco,14,Urbano,011131,Tortillas de maíz,014,900548,FALSE
Jalisco,14,Urbano,011132,Tortillas de harina de trigo,015,900560,FALSE
Jalisco,14,Urbano,011133,Pan,008,900551,FALSE
Jalisco,14,Urbano,011134,Pan de caja,009,900552,FALSE
Jalisco,14,Urbano,011135,Galletas dulces,004,900557,FALSE
Jalisco,14,Urbano,011137,Pan dulce a granel,010,900553,FALSE
Jalisco,14,Urbano,011150,"Spaghetti, pastas italianas y pastas para sopa",011,900559,FALSE
