clave,precio,nom_ent,cantidad,cantidad_se,cantidad_cv,cantidad_low,cantidad_upp,valor
011911,76.4705882352941,Durango,1,0.25450250273532,0.25450250273532,1,2,76.4705882352941
011911,40,Guanajuato,1,0.25450250273532,0.25450250273532,1,2,40
011911,50,Guerrero,1,0.25450250273532,0.25450250273532,1,2,50
011911,25,Hidalgo,1,0.25450250273532,0.25450250273532,1,2,25
011911,65,Jalisco,1,0.25450250273532,0.25450250273532,1,2,65
011911,50,Michoacán,1,0.25450250273532,0.25450250273532,1,2,50
011911,30,Morelos,1,0.25450250273532,0.25450250273532,1,2,30
011911,25,México,1,0.25450250273532,0.25450250273532,1,2,25
011911,110,Nayarit,1,0.25450250273532,0.25450250273532,1,2,110
011911,88,Nuevo León,1,0.25450250273532,0.25450250273532,1,2,88
011911,35,Oaxaca,1,0.25450250273532,0.25450250273532,1,2,35
011911,15,Puebla,1,0.25450250273532,0.25450250273532,1,2,15
011911,45,Querétaro,1,0.25450250273532,0.25450250273532,1,2,45
011911,75,Quintana Roo,1,0.25450250273532,0.25450250273532,1,2,75
011911,60,San Luis Potosí,1,0.25450250273532,0.25450250273532,1,2,60
011911,35,Sinaloa,1,0.25450250273532,0.25450250273532,1,2,35
011911,50,Sonora,1,0.25450250273532,0.25450250273532,1,2,50
011911,65,Tabasco,1,0.25450250273532,0.25450250273532,1,2,65
011911,100,Tamaulipas,1,0.25450250273532,0.25450250273532,1,2,100
011911,30,Tlaxcala,1,0.25450250273532,0.25450250273532,1,2,30
011911,25,Veracruz,1,0.25450250273532,0.25450250273532,1,2,25
011911,50,Yucatán,1,0.25450250273532,0.25450250273532,1,2,50
011911,40,Zacatecas,1,0.25450250273532,0.25450250273532,1,2,40
011942,57.1428571428572,Aguascalientes,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,5.71428571428572
011942,70,Baja California,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,7
011942,100,Baja California Sur,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,10
011942,142.857142857143,Campeche,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,14.2857142857143
011942,80,Chiapas,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,8
