clave,precio,nom_ent,cantidad,cantidad_se,cantidad_cv,cantidad_low,cantidad_upp,valor
011512,42.3529411764706,Puebla,1,0.203893750690276,0.203893750690276,1,1.8,42.3529411764706
011512,43,Querétaro,1,0.203893750690276,0.203893750690276,1,1.8,43
011512,40,Quintana Roo,1,0.203893750690276,0.203893750690276,1,1.8,40
011512,43,San Luis Potosí,1,0.203893750690276,0.203893750690276,1,1.8,43
011512,42,Sinaloa,1,0.203893750690276,0.203893750690276,1,1.8,42
011512,39.8823529411765,Sonora,1,0.203893750690276,0.203893750690276,1,1.8,39.8823529411765
011512,40,Tabasco,1,0.203893750690276,0.203893750690276,1,1.8,40
011512,38,Tamaulipas,1,0.203893750690276,0.203893750690276,1,1.8,38
011512,44,Tlaxcala,1,0.203893750690276,0.203893750690276,1,1.8,44
011512,42,Veracruz,1,0.203893750690276,0.203893750690276,1,1.8,42
011512,42,Yucatán,1,0.203893750690276,0.203893750690276,1,1.8,42
011512,45,Zacatecas,1,0.203893750690276,0.203893750690276,1,1.8,45
011592,150,Aguascalientes,0.25,0.0127306749403571,0.0509226997614283,0.25,0.3,37.5
011592,160.349854227405,Baja California,0.25,0.0127306749403571,0.0509226997614283,0.25,0.3,40.0874635568513
011592,200,Baja California Sur,0.25,0.0127306749403571,0.0509226997614283,0.25,0.3,50
011592,200,Campeche,0.25,0.0127306749403571,0.0509226997614283,0.25,0.3,50
011592,190,Chiapas,0.25,0.0127306749403571,0.0509226997614283,0.25,0.3,47.5
011592,147.5,Chihuahua,0.25,0.0127306749403571,0.0509226997614283,0.25,0.3,36.875
011592,180,Ciudad de México,0.25,0.0127306749403571,0.0509226997614283,0.25,0.3,45
