grupo,n_hogares_ponderado,pct_i_agua,pct_i_materiales,pct_i_hacinamiento,pct_i_saneamiento,pct_i_edu,pct_i_alim,pct_i_exceso_g_alim,indice_0,indice_1,indice_2,indice_3,indice_4,indice_promedio
percentiles_menores_nanv,19036135,75.0470565584873,34.1242536891023,75.6796324463973,53.2180193090667,83.897041074777,56.8396525870404,97.1951711836463,4.74090985381224,21.7101685820152,30.136663771296,27.553560636127,15.8586971567495,2.28078966659986
estrato_ref_alim,8087806,80.8035825785139,42.9016225166627,90.9463827396453,69.8109104001753,92.9504243796154,71.5598148620281,97.5793682489417,0.689136213207884,10.0451222494704,26.8936099604763,36.0980963193232,26.2740352575223,2.77222772158482
hogares_nanv,5300302,81.3968902149349,41.8933109849213,91.0212474685405,70.5716579923182,94.2213670088987,70.5767520416761,98.0142263591773,0.623492774562657,10.9381691835673,25.8906945302362,35.6470442627609,26.900599248873,2.77263088027814
